PSA_1,PSA_2,Attribute,Category
DEC,CAR,Size,Carpet Edging & Tape
DEC,ADH,Brand,Carpet Tape
DEC,ADH,Type,Carpet Tape
DEC,ADH,Colour,Carpet Tape
DEC,ADH,Pack Qty,Carpet Tape
DEC,ADH,Size,Carpet Tape
KIT,HOL,Brand,Casserole & Stockpots
KIT,HOL,Type,Casserole & Stockpots
KIT,HOL,Colour,Casserole & Stockpots
KIT,HOL,Pack Qty,Casserole & Stockpots
KIT,HOL,Size,Casserole & Stockpots
PET,100,Brand,Cat Beds and Carriers
PET,100,Type,Cat Beds and Carriers
PET,100,Colour,Cat Beds and Carriers
PET,100,Pack Qty,Cat Beds and Carriers
PET,100,Size,Cat Beds and Carriers
PET,CAT,Brand,Cat Bowls & Mats
PET,CAT,Type,Cat Bowls & Mats
PET,CAT,Colour,Cat Bowls & Mats
PET,CAT,Pack Qty,Cat Bowls & Mats
PET,CAT,Size,Cat Bowls & Mats
PET,CAT,Brand,Cat Flaps and Collars
PET,CAT,Type,Cat Flaps and Collars
PET,CAT,Colour,Cat Flaps and Collars
PET,CAT,Power,Cat Flaps and Collars
PET,CAT,Pack Qty,Cat Flaps and Collars
PET,CAT,Size,Cat Flaps and Collars
PET,CAT,Brand,Cat Grooming Tools
PET,CAT,Type,Cat Grooming Tools
PET,CAT,Colour,Cat Grooming Tools
PET,CAT,Pack Qty,Cat Grooming Tools
PET,CAT,Size,Cat Grooming Tools
PET,CAT,Brand,"Cat Healthcare, Spray & Flea Treatment"
PET,CAT,Type,"Cat Healthcare, Spray & Flea Treatment"
PET,CAT,Colour,"Cat Healthcare, Spray & Flea Treatment"
PET,CAT,Pack Qty,"Cat Healthcare, Spray & Flea Treatment"
PET,CAT,Size,"Cat Healthcare, Spray & Flea Treatment"
PET,LIT,Brand,"Cat Litter, Trays & Boxes"
PET,LIT,Type,"Cat Litter, Trays & Boxes"
PET,LIT,Colour,"Cat Litter, Trays & Boxes"
PET,LIT,Pack Qty,"Cat Litter, Trays & Boxes"
PET,LIT,Size,"Cat Litter, Trays & Boxes"
PET,CAT,Brand,Cat Toys & Scratching Posts
PET,CAT,Type,Cat Toys & Scratching Posts
PET,CAT,Colour,Cat Toys & Scratching Posts
PET,CAT,Pack Qty,Cat Toys & Scratching Posts
PET,CAT,Size,Cat Toys & Scratching Posts
PET,CAT,Brand,Cat Treats
PET,CAT,Type,Cat Treats
PET,CAT,Pack Qty,Cat Treats
PET,CAT,Size,Cat Treats
HOM,LIG,Brand,Ceiling & Wall Lighting
HOM,LIG,Type,Ceiling & Wall Lighting
HOM,LIG,Colour,Ceiling & Wall Lighting
HOM,LIG,Power,Ceiling & Wall Lighting
HOM,LIG,Pack Qty,Ceiling & Wall Lighting
HOM,LIG,Size,Ceiling & Wall Lighting
HOM,LIG,Assembly,Ceiling & Wall Lighting
HOM,FUR,Brand,Charisma Furniture
HOM,FUR,Type,Charisma Furniture
HOM,FUR,Colour,Charisma Furniture
HOM,FUR,Size,Charisma Furniture
HOM,FUR,Assembly,Charisma Furniture
HOM,FUR,Material,Charisma Furniture
HOM,FUR,Brand,Chests of Drawers
HOM,FUR,Type,Chests of Drawers
HOM,FUR,Colour,Chests of Drawers
HOM,FUR,Size,Chests of Drawers
HOM,FUR,Assembly,Chests of Drawers
HOM,FUR,Material,Chests of Drawers
HOM,BAT,Brand,Chevron Bathroom Collection
HOM,BAT,Type,Chevron Bathroom Collection
HOM,BAT,Colour,Chevron Bathroom Collection
HOM,BAT,Pack Qty,Chevron Bathroom Collection
HOM,BAT,Size,Chevron Bathroom Collection
PET,100,Brand,"Chicken Food, Feeders & Supplies"
PET,100,Type,"Chicken Food, Feeders & Supplies"
PET,100,Pack Qty,"Chicken Food, Feeders & Supplies"
PET,100,Size,"Chicken Food, Feeders & Supplies"
TOI,DEN,Brand,Childrens Dental
TOI,DEN,Type,Childrens Dental
TOI,DEN,Colour,Childrens Dental
TOI,DEN,Power,Childrens Dental
TOI,DEN,Pack Qty,Childrens Dental
TOI,DEN,Age,Childrens Dental
SES,COV,Brand,Chimineas and Fire Pits
SES,COV,Type,Chimineas and Fire Pits
SES,COV,Colour,Chimineas and Fire Pits
SES,COV,Power,Chimineas and Fire Pits
SES,COV,Size,Chimineas and Fire Pits
SES,COV,Assembly,Chimineas and Fire Pits
KIT,GAD,Brand,Chopping Boards & Worktop Savers
KIT,GAD,Type,Chopping Boards & Worktop Savers
KIT,GAD,Colour,Chopping Boards & Worktop Savers
KIT,GAD,Pack Qty,Chopping Boards & Worktop Savers
KIT,GAD,Size,Chopping Boards & Worktop Savers
SBK,GIF,Brand,Christmas Gift Bags
SBK,GIF,Type,Christmas Gift Bags
SBK,GIF,Colour,Christmas Gift Bags
SBK,GIF,Pack Qty,Christmas Gift Bags
SBK,GIF,Size,Christmas Gift Bags
HOM,BAT,Brand,Chrome Collection
HOM,BAT,Type,Chrome Collection
HOM,BAT,Colour,Chrome Collection
HOM,BAT,Pack Qty,Chrome Collection
HOM,BAT,Size,Chrome Collection
KIT,HOM,Brand,Cider & Beer Brewing
KIT,HOM,Capacity,Cider & Beer Brewing
KIT,HOM,Type,Cider & Beer Brewing
KIT,HOM,Pack Qty,Cider & Beer Brewing
KIT,HOM,Size,Cider & Beer Brewing
TOI,BAB,Brand,Cleaning And Sterilising
TOI,BAB,Type,Cleaning And Sterilising
TOI,BAB,Pack Qty,Cleaning And Sterilising
TOI,BAB,Size,Cleaning And Sterilising
DEC,TIL,Brand,"Cleaning, Preparation and Tools"
DEC,TIL,Type,"Cleaning, Preparation and Tools"
DEC,TIL,Pack Qty,"Cleaning, Preparation and Tools"
DEC,TIL,Size,"Cleaning, Preparation and Tools"
HOM,BAT,Brand,Clear Bathroom Collection
HOM,BAT,Type,Clear Bathroom Collection
HOM,BAT,Colour,Clear Bathroom Collection
HOM,BAT,Pack Qty,Clear Bathroom Collection
HOM,BAT,Size,Clear Bathroom Collection
TOI,BAC,Brand,Clearance Deals
TOI,BAC,Type,Clearance Deals
TOI,BAC,Colour,Clearance Deals
TOI,BAC,Power,Clearance Deals
TOI,BAC,Pack Qty,Clearance Deals
TOI,BAC,Size,Clearance Deals
TOI,BAC,Assembly,Clearance Deals
TOI,BAC,Model Number,Clearance Deals
GAR,HAN,Brand,Clever Pots
GAR,HAN,Type,Clever Pots
GAR,HAN,Colour,Clever Pots
GAR,HAN,Size,Clever Pots
GAR,HAN,Assembly,Clever Pots
HOM,PHO,Brand,Clip Frames
HOM,PHO,Type,Clip Frames
HOM,PHO,Colour,Clip Frames
HOM,PHO,Pack Qty,Clip Frames
HOM,PHO,Size,Clip Frames
HOM,CLO,Brand,Clocks
HOM,CLO,Type,Clocks
HOM,CLO,Colour,Clocks
HOM,CLO,Power,Clocks
HOM,CLO,Pack Qty,Clocks
HOM,CLO,Size,Clocks
HOU,AIR,Brand,Clothes Airers & Dryers
HOU,AIR,Type,Clothes Airers & Dryers
HOU,AIR,Colour,Clothes Airers & Dryers
HOU,AIR,Pack Qty,Clothes Airers & Dryers
HOU,AIR,Size,Clothes Airers & Dryers
HOU,WAR,Brand,Clothing & Shoe Storage
HOU,WAR,Capacity,Clothing & Shoe Storage
HOU,WAR,Type,Clothing & Shoe Storage
HOU,WAR,Colour,Clothing & Shoe Storage
HOU,WAR,Pack Qty,Clothing & Shoe Storage
HOU,WAR,Size,Clothing & Shoe Storage
HOU,WAR,Material,Clothing & Shoe Storage
HOU,SCO,Brand,Cloths & Rubber Gloves
HOU,SCO,Type,Cloths & Rubber Gloves
HOU,SCO,Colour,Cloths & Rubber Gloves
HOU,SCO,Pack Qty,Cloths & Rubber Gloves
HOU,SCO,Size,Cloths & Rubber Gloves
HOM,FUR,Brand,Clovelly Furniture
HOM,FUR,Type,Clovelly Furniture
HOM,FUR,Colour,Clovelly Furniture
HOM,FUR,Size,Clovelly Furniture
HOM,FUR,Assembly,Clovelly Furniture
HOM,FUR,Material,Clovelly Furniture
HOM,FUR,Brand,Coffee Tables
HOM,FUR,Type,Coffee Tables
HOM,FUR,Colour,Coffee Tables
HOM,FUR,Size,Coffee Tables
HOM,FUR,Assembly,Coffee Tables
HOM,FUR,Material,Coffee Tables
PET,DOM,Brand,Cold Water Fish Food & Supplies
PET,DOM,Type,Cold Water Fish Food & Supplies
PET,DOM,Colour,Cold Water Fish Food & Supplies
PET,DOM,Pack Qty,Cold Water Fish Food & Supplies
PET,DOM,Size,Cold Water Fish Food & Supplies
TOI,COL,Brand,Collection
TOI,COL,Type,Collection
TOI,COL,Colour,Collection
TOI,COL,Power,Collection
TOI,COL,Pack Qty,Collection
TOI,COL,Washable,Collection
TOI,COL,Size,Collection
TOI,COL,Material,Collection
KIT,PLA,Brand,Colourplay Housewares
KIT,PLA,Type,Colourplay Housewares
KIT,PLA,Colour,Colourplay Housewares
