"PSA_1","PSA_2","Article","Web Description","Brand","Type","Size","Material","Colour","Pack Qty","Coverage","DQ Score"
"DEC","ROL","343163","Wilko Woodcare Brush 2in","Wilko","Woodstain and Varnish Brushes","2in",NA,NA,NA,NA,0.825
"DEC","ROL","343164","Wilko Brush 0.5in","Wilko","Emulsion and Gloss Brushes","0.5in",NA,NA,"1",NA,0.883333333333333
"DEC","ROL","343165","Wilko Brush 1in","Wilko","Emulsion and Gloss Brushes","1in",NA,NA,"1",NA,0.883333333333333
"DEC","ROL","343166","Wilko Brush 1.5in","Wilko","Emulsion and Gloss Brushes","1.5in",NA,NA,NA,NA,0.825
"DEC","ROL","343167","Wilko Brush 2in","Wilko","Emulsion and Gloss Brushes","2in",NA,NA,NA,NA,0.825
"DEC","ROL","343168","Wilko Brush 3in","Wilko","Emulsion and Gloss Brushes","3in",NA,NA,NA,NA,0.825
"DEC","ROL","343169","Wilko Brush 4in","Wilko","Emulsion and Gloss Brushes","4in",NA,NA,NA,NA,0.825
"DEC","ROL","343170","Wilko Angled Brush 1in","Wilko","Angled Brushes","1in",NA,NA,NA,NA,0.825
"DEC","ROL","343172","Wilko Brush Set 3pk","Wilko","Emulsion and Gloss Brushes",NA,NA,NA,"3pk",NA,0.825
"DEC","ROL","343173","Wilko Brush Set 5pk","Wilko","Emulsion and Gloss Brushes","5 Pack",NA,NA,"5pk",NA,0.883333333333333
"DEC","ROL","343174","Wilko Nook And Cranny Brush 1in","Wilko","Nook & Cranny Brush","1in",NA,NA,NA,NA,0.825
"DEC","ROL","343301","Wilko Paint Shield","Wilko","Painting Tools","1 Pack",NA,"Red","1",NA,0.941666666666667
"DEC","ROL","344319","Wilko Masonry Sleeve 9in","Wilko","Masonry Brushes","9in",NA,NA,NA,NA,0.825
"DEC","ROL","344323","Wilko Emulsion Rollers 4in 2pk","Wilko","Rollers and Sleeves","4in",NA,NA,"2pk",NA,0.883333333333333
"DEC","ROL","344909","Wilko Paint Pad Set","Wilko","Paint Pads and Handles","3 Pack",NA,NA,"1",NA,0.883333333333333
"DEC","ROL","344912","Wilko Paint Pad Large","Wilko","Paint Pads and Handles","Large",NA,NA,"1",NA,0.883333333333333
"DEC","ROL","344913","Wilko Paint Pad with Handle Large","Wilko","Paint Pads and Handles","Large",NA,NA,"1",NA,0.883333333333333
"DEC","ROL","428430","Wilko Brush Set 10pk","Wilko","10 Pack Brush Set",NA,NA,NA,"10pk",NA,0.825
"DEC","ROL","449578","Wilko Shed and Fence Kit","Wilko","Shed and Fence Kit","Assorted",NA,"Multi","5pk",NA,0.941666666666667
"DEC","ROL","450631","Wilko Paint Roller Sleeve Smooth Finish Emulsion 9in 3pk","Wilko","Roller Sleeves","9in Roller Sleeve",NA,NA,"3pk","N/A",0.941666666666667
"DEC","ROL","450632","Wilko Paint Roller Extendable Pole 9in","Wilko","Extending Pole Roller","1 to 2m Pole 9in Frame/Sleeve",NA,NA,"1","N/A",0.941666666666667
"DEC","ROL","450633","Wilko Paint Roller Kit Small Spaces 6 Piece","Wilko","Decorating Kit","7in Tray; 4in Roller Set",NA,NA,"6pcs","N/A",0.941666666666667
"DEC","ROL","453797","Wilko Complete Decorating Kit 10 Piece","Wilko","10 Piece Decorating Kit",NA,NA,"Multi","10pcs",NA,0.883333333333333
"DEC","ROL","453798","Wilko Time Saver Kit 9in","Wilko","9 Inch Roller Kit","9in",NA,"Multi","3pcs",NA,0.941666666666667
"DEC","ROL","453799","Wilko Time Saver Roller Sleeve 9in","Wilko","9 Inch Roller Kit","9in",NA,"Multi","1pk",NA,0.941666666666667
"DEC","ROL","453800","Wilko Shed and Fence Roller Sleeve 4in","Wilko","Shed and Fence Roller Kit","4in",NA,"Green","1pk",NA,0.941666666666667
"DEC","ROL","454518","Wilko Furniture Paint Stubby Brush","Wilko","Furniture Brush","1.5cm x 5cm x 17.5cm",NA,NA,"1pk",NA,0.883333333333333
"DEC","ROL","454519","Wilko Furniture Paint Brush 1.5in","Wilko","Furniture Brush","1.5cm x 4cm x 23cm",NA,NA,"1pk",NA,0.883333333333333
"DEC","ROL","454520","Wilko Smooth Finish Roller Kit 7in","Wilko","7 Inch Roller Kit","7in tray, 7in roller frame, 7in microfibre sleeve",NA,"Multi","3pcs",NA,0.941666666666667
"DEC","ROL","454734","Wilko Mini Touch Up Kit","Wilko","Roller Kit",NA,NA,NA,"1pk",NA,0.825
"DEC","ROL","455053","Wilko Furniture Painting Kit","Wilko","Furniture Brush Kit",NA,NA,NA,"3pk",NA,0.825
"DEC","ROL","343137","Wilko Best Brush Set 3pk","Wilko Best","Emulsion and Gloss Brushes","3 Pack",NA,NA,"3pk",NA,0.883333333333333
"DEC","ROL","343138","Wilko Best Brush Set 5pk","Wilko Best","Emulsion and Gloss Brushes","5 Pack",NA,NA,"5pk",NA,0.883333333333333
"DEC","ROL","287944","Wilko Functional Paintbrush 100mm/4in","Wilko Functional","Emulsion and Gloss Brushes","100mm, 4in",NA,NA,NA,NA,0.825
"DEC","ROL","343081","Wilko Functional Block Brush","Wilko Functional","Timber Brushes","3x12cm",NA,"Black","1",NA,0.941666666666667
"DEC","ROL","343159","Wilko Func. Roller Tray Set 9In","Wilko Functional","Rollers and Sleeves","9in",NA,"Black",NA,NA,0.833333333333333
"DEC","ROL","343160","Wilko Functional Brush Set 5pk","Wilko Functional","Emulsion and Gloss Brushes","5 Pack",NA,NA,"5pk",NA,0.883333333333333
"DEC","ROL","343161","Wilko Functional Brush Set 3pk","Wilko Functional","Emulsion and Gloss Brushes","3 Pack",NA,NA,"3pk",NA,0.883333333333333
"DEC","ROL","343187","Wilko Functional Mini Roller and Tray 4in","Wilko Functional","Rollers and Sleeves","4in",NA,"Black",NA,NA,0.883333333333333
"DEC","STE","342713","ABRU Heavy Duty 2 Step and Stool Grey","Abru","Step Ladders","H:90xW:49xD:5cm",NA,NA,NA,NA,0.9125
"DEC","STE","342714","ABRU Work Platform Handy Silver Effect 0.5m x 0.69x 0.3m","Abru","Platforms","H:50xW:69xD:30cm",NA,NA,NA,NA,0.9125
"DEC","STE","ab00002","Abru 10Way Combination Step Ladder","Abru","Multi Purpose Ladders",NA,"Aluminium",NA,NA,NA,0.8625
"DEC","STE","ab00003","Abru 5Way Combination Ladder and Platform","Abru","Multi Purpose Ladders",NA,"Aluminium",NA,NA,NA,0.8625
"DEC","STE","ab00005","Abru Loft Ladder Access Kit Wood","Abru","Loft Ladders",NA,"Timber",NA,NA,NA,0.8625
"DEC","STE","ab00006","Abru Triple Extension Ladder Aluminium","Abru","Extension Ladders",NA,"Aluminium",NA,NA,NA,0.8625
"DEC","STE","ab00007","Abru 2 Tread Stepstool Chrome","Abru","Step Ladders",NA,"Steel",NA,NA,NA,0.8625
"DEC","STE","ab00008","Abru Handy Work Platform Aluminium","Abru","Platforms",NA,"Aluminium",NA,NA,NA,0.9125
"DEC","STE","ab00010","Abru Triple Extension Ladder Aluminium","Abru","Extension Ladders",NA,"Aluminium",NA,NA,NA,0.8625
"DEC","STE","ab00011","Abru Step Ezee 2 Step Stepstool","Abru","Step Ladders",NA,"Steel",NA,NA,NA,0.8625
"DEC","STE","ab00012","Abru 2 Step Large Stepstool","Abru","Step Ladders",NA,"Steel",NA,NA,NA,0.8625
"DEC","STE","ab00013","Abru 5 Tread High Handrail Stepladder","Abru","Step Ladders",NA,"Aluminium",NA,NA,NA,0.8625
"DEC","STE","ab00015","Abru Maxi Work Platform","Abru","Platforms",NA,"Aluminium",NA,NA,NA,0.9125
"DEC","STE","ab00016","Abru 3 Way Combination ladder with Tray","Abru","Combination Ladder",NA,"Aluminium",NA,NA,NA,0.8625
"DEC","STE","ab00017","Abru Easy Stow 3  Section Loft Ladder","Abru","Loft Ladders",NA,"Aluminium",NA,NA,NA,0.8625
"DEC","STE","ab00018","Abru Easy Stow 3  Section Loft Ladder","Abru","Loft Ladders",NA,"Aluminium",NA,NA,NA,0.8625
"DEC","TIL","112247","Unibond Quick Grout Triple Protection Anti-Mould Waterproof White 300g","Unibond","Ready Mixed Grout","300g",NA,NA,NA,NA,0.86
"DEC","TIL","234976","Unibond Wall Tile Adhesive and Grout with Anti-Mould White 3.2kg","Unibond","Ready Mixed Grout","Standard",NA,NA,NA,NA,0.86
"DEC","TIL","245984","Unibond Anti Mould Shower and Bathroom Sealant White 300ml","Unibond","Bathroom Sealant","300ml",NA,NA,NA,NA,0.9125
"DEC","TIL","253772","UniBond Anti Mould Sealant Kitchen and Bathroom Translucent 300ml","Unibond","Sealant","300ml",NA,NA,NA,NA,0.9125
"DEC","TIL","253990","Unibond Sealant Remover and Smoother","Unibond","Sealant Smoother",NA,NA,NA,"1",NA,0.9125
"DEC","TIL","256754","Unibond Anti Mould Grout Reviver for Walls and Floors Ice White 15ml","Unibond","Grout Reviver","15ml",NA,NA,"1",NA,0.93
"DEC","TIL","256755","Unibond Grout Reviver White 125ml","Unibond","Grout Reviver","125ml",NA,NA,"1",NA,0.93
"DEC","TIL","288815","Unibond Silicone Sealant Remover 300ml","Unibond","Sealant Remover","300ml",NA,NA,NA,NA,0.9125
"DEC","TIL","293620","UniBond Quick Fix and Grout Tube Large Ice White","Unibond","Ready Mixed Grout",NA,NA,NA,"1",NA,0.86
"DEC","TIL","322244","Unibond Kitchen and Bathroom Sealant Anti-Mould White 150ml","Unibond","Bathroom and Kitchen Sealant","150ml",NA,NA,NA,NA,0.9125
"DEC","TIL","323145","Unibond Grout Reviver Pen Ice White 7ml","Unibond","Grout Reviver","7ml",NA,NA,NA,NA,0.9125
"DEC","TIL","340965","Unibond Kiwispeed Sealant White 208ml","Unibond","Bathroom Sealant",NA,NA,NA,"1",NA,0.9125
"DEC","TIL","35842","Unibond Advanced All Purpose Waterproof Adhesive and Grout with Anti-Mould White 1.38kg","Unibond","Ready Mixed Grout","1.38kg",NA,NA,"1",NA,0.93
"DEC","TIL","74273","Unibond Advanced All Purpose Waterproof Adhesive 1.5kg","Unibond","Waterproof Adhesive","1.5kg",NA,NA,"1",NA,0.93
"DEC","TIL","157238","Wilko Decorator Wall Tile Adhesive and Grout ReadyMixed Brilliant White 690g","Wilko","Ready Mixed Grout","690g",NA,NA,NA,NA,0.86
"DEC","TIL","157239","Wilko Decorator Wall Tile Adhesive and Grout Brilliant White Economy 1.38kg","Wilko","Ready Mixed Grout","1.38kg",NA,NA,"1",NA,0.93
"DEC","TIL","217868","Wilko Decorator Kitchen Sealant White 300ml","Wilko","Kitchen Sealant","300ml",NA,NA,NA,NA,0.9125
"DEC","TIL","228977","Wilko Decorator Silicone Sealant All Purpose Ivory300ml","Wilko","All Purpose Sealant","300ml",NA,NA,NA,NA,0.9125
"DEC","TIL","228978","Wilko Decorator Silicone Sealant All Purpose Brown300ml","Wilko","All Purpose Sealant","300ml",NA,NA,NA,NA,0.9125
"DEC","TIL","228980","Wilko Decorator Interior Frame Sealant White 300ml","Wilko","Window Sealant","300ml",NA,NA,NA,NA,0.9125
"DEC","TIL","228981","Wilko Decorator Bathroom and Kitchen Silicone Sealant White 300ml","Wilko","Bathroom and Kitchen Sealant","300ml",NA,NA,NA,NA,0.9125
"DEC","TIL","288856","Wilko Frame Sealant Silicone White 300ml","Wilko","Window Sealant","300ml",NA,NA,NA,NA,0.9125
"DEC","TIL","288857","Wilko Frame Sealant Silicone Brown 300ml","Wilko","Window Sealant","300ml",NA,NA,NA,NA,0.9125
"DEC","TIL","343756","Wilko Tile Spacers 2mm 200pk","Wilko","Tools","2mm",NA,NA,"200pcs",NA,0.93
"DEC","TIL","343770","Wilko Wall Trowel","Wilko","Tools","6mm Notch",NA,NA,"1",NA,0.93
"DEC","TIL","343867","Wilko Metal Caulk Gun 9in","Wilko","Tools","9in",NA,NA,NA,NA,0.9125
"DEC","TIL","66910","Wilko Bath and Wall Sealing Strip 22mm x 3.35m","Wilko","Sealing Strip","3.35mx22mm",NA,NA,NA,NA,0.9125
"DEC","TIL","78005","Wilko Decorator Wall Tile Fix and Grout Ready Mixed Brilliant White 300g","Wilko","Ready Mixed Grout","300ml",NA,NA,NA,NA,0.86
"DEC","TIL","157225","Wilko Decorator Interior Sealant All-Purpose White100ml","Wilko Functional","All Purpose Sealant","100ml",NA,NA,NA,NA,0.8625
"DEC","WAL","425064","Arthouse Wallpaper Mystical Forest Slate","Arthouse","Floral Wallpaper","10m x 0.53m",NA,NA,"1","5.33m²",0.9
"DEC","WAL","425065","Arthouse Wallpaper Mystical Forest Teal","Arthouse","Floral Wallpaper","10m x 0.53m",NA,NA,"1","5.33m²",0.9
"DEC","WAL","425076","Arthouse Wallpaper Spellbound White","Arthouse","Floral Wallpaper","10m x 0.53m",NA,NA,"1","5.33m²",0.9
"DEC","WAL","425081","Arthouse Wallpaper American Diner","Arthouse","Motif Wallpaper","10m x 0.53m",NA,NA,"1","5.33m²",0.9
"DEC","WAL","425083","Arthouse Wallpaper Rustic Brick","Arthouse","Brick Effect Wallpaper","10m x 0.53m",NA,NA,"1","5.33m²",0.9
"DEC","WAL","436328","Arthouse Wallpaper Fern Motif Silver","Arthouse","Leaf Print Wallpaper","10m x 0.53m",NA,"Silver","1","5.33m²",0.95
"DEC","WAL","436330","Arthouse Wallpaper Overture Teal","Arthouse","Animal Print Wallpaper","10m x 0.53m",NA,"Green","1","5.33m²",0.95
"DEC","WAL","436331","Arthouse Wallpaper Overture Lavendar","Arthouse","Animal Print Wallpaper","10m x 0.53m",NA,"Purple","1","5.33m²",0.95
"DEC","WAL","436334","Arthouse Wallpaper Austin Rose Red","Arthouse","Damask Wallpaper","10m x 0.53m",NA,"Red","1","5.33m²",0.95
"DEC","WAL","436335","Arthouse Wallpaper Austin Rose Purple","Arthouse","Damask Wallpaper","10m x 0.53m",NA,"Purple","1","5.33m²",0.95
"DEC","WAL","436340","Arthouse Wallpaper Whisper Teal","Arthouse","Leaf Print Wallpaper","10m x 0.53m",NA,"Green","1","5.33m²",0.9
"DEC","WAL","436349","Arthouse Olivia Wallpaper Pink/Teal","Arthouse","Floral Wallpaper","10m x 0.53m",NA,"Multi","1","5.33m²",0.95
"DEC","WAL","436352","Arthouse Wallpaper Moroccan Wall","Arthouse","Brick Effect Wallpaper","10m x 0.53m",NA,"Cream","1","5.33m²",0.95
"DEC","WAL","436353","Arthouse Wallpaper Charlotte Blush","Arthouse","Floral Wallpaper","10m x 0.53m",NA,"Pink","1","5.33m²",0.95
"DEC","WAL","436355","Arthouse Wallpaper Ellwood Green","Arthouse","Leaf Print Wallpaper","10m x 0.53m",NA,"Green","1","5.33m²",0.95
"DEC","WAL","436777","Arthouse Midsummer Wallpaper Dove Multi","Arthouse","Damask Wallpaper","10m x 0.53m",NA,"Multi","1","5.33m²",0.95
"DEC","WAL","436779","Arthouse Wallpaper Mystical Forest White","Arthouse","Animal Print Wallpaper","10m x 0.53m",NA,"Multi","1","5.33m²",0.95
"DEC","WAL","438128","Arthouse Wallpaper Felicity Natural","Arthouse","Motif Wallpaper","10m x 0.53m",NA,"Cream","1","5.33m²",0.95
"DEC","WAL","438131","Arthouse Wallpaper Woodland Fairies Pink","Arthouse","Kids Wallpaper","10m x 0.53m",NA,"Pink","1","5.33m²",0.95
"DEC","WAL","438132","Arthouse Wallpaper Woodland Fairies White","Arthouse","Kids Wallpaper","10m x 0.53m",NA,"White","1","5.33m²",0.95
"DEC","WAL","438136","Arthouse Wallpaper Bear Hugs Mint","Arthouse","Kids Wallpaper","10m x 0.53m",NA,"Green","1","5.33m²",0.95
"DEC","WAL","438137","Arthouse Wallpaper Dino Doodles Multicoloured","Arthouse","Kids Wallpaper","10m x 0.53m",NA,"Multi","1","5.33m²",0.95
"DEC","WAL","438140","Arthouse Wallpaper Tiffany Stripe Duck Egg","Arthouse","Kids Wallpaper","10m x 0.53m",NA,"Blue","1","5.33m²",0.95
"DEC","WAL","438141","Arthouse Wallpaper Tiffany Stripe White","Arthouse","Kids Wallpaper","10m x 0.53m",NA,"White","1","5.33m²",0.95
"DEC","WAL","438144","Arthouse Wallpaper Cosmos Charcoal","Arthouse","Kids Wallpaper","10m x 0.53m",NA,"Black","1","5.33m²",0.95
"DEC","WAL","438147","Arthouse Wallpaper Graffiti Red","Arthouse","Kids Wallpaper","10m x 0.53m",NA,"Red","1","5.33m²",0.95
"DEC","WAL","438148","Arthouse Wallpaper Denim Blue","Arthouse","Plain and Textured Wallpaper","10m x 0.53m",NA,"Blue","1","5.33m²",0.95
"DEC","WAL","438158","Arthouse Wallpaper Mitzu Duck Egg","Arthouse","Floral Wallpaper","10m x 0.53m",NA,"Blue","1","5.33m²",0.95
"DEC","WAL","438159","Arthouse Wallpaper Mitzu White","Arthouse","Floral Wallpaper","10m x 0.53m",NA,"White","1","5.33m²",0.95
"DEC","WAL","438169","Arthouse Wallpaper Glisten Gold","Arthouse","Damask Wallpaper","10m x 0.53m",NA,NA,"1","5.33m²",0.9
"DEC","WAL","438171","Arthouse Wallpaper Glisten Platinum","Arthouse","Damask Wallpaper","10m x 0.53m",NA,"Metal","1","5.33m²",0.95
"DEC","WAL","438177","Arthouse Wallpaper Orabella Rose Gold","Arthouse","Leaf Print Wallpaper","10m x 0.53m",NA,"Pink","1","5.33m²",0.95
"DEC","WAL","438191","Arthouse Wallpaper Cream Wave","Arthouse","Striped Wallpaper","10m x 0.53m",NA,"Cream","1","5.33m²",0.95
"DEC","WAL","438194","Arthouse Wallpaper Wave White","Arthouse","Plain and Textured Wallpaper","10m x 0.53m",NA,"White","1","5.33m²",0.95
"DEC","WAL","438203","Arthouse Wallpaper Pindorama Plum","Arthouse","Floral Wallpaper","10m x 0.53m",NA,"Purple","1","5.33m²",0.95
"DEC","WAL","438204","Arthouse Wallpaper Pindorama Navy","Arthouse","Floral Wallpaper","10m x 0.53m",NA,"Blue","1","5.33m²",0.95
"DEC","WAL","438209","Arthouse Wallpaper Brasillia Blue","Arthouse","Geometric Wallpaper","10m x 0.53m",NA,"Blue","1","5.33m²",0.95
"DEC","WAL","438210","Arthouse Wallpaper Brasillia Grey","Arthouse","Geometric Wallpaper","10m x 0.53m",NA,"Grey","1","5.33m²",0.95
"DEC","WAL","438218","Arthouse Wallpaper Copacobana Gold","Arthouse","Floral Wallpaper","10m x 0.53m",NA,"Gold","1","5.33m²",0.95
"DEC","WAL","454059","Arthouse Wallpaper Glitterati Plain Purple","Arthouse","Plain and Textured Wallpaper","10.05m x 0.53m",NA,"Purple","1","5.33m²",0.9
"DEC","WAL","454060","Arthouse Wallpaper Glitterati Plain Fuchsia","Arthouse","Plain and Textured Wallpaper","10.05m x 0.53m",NA,"Pink","1","5.33m²",0.9
"DEC","WAL","454061","Arthouse Wallpaper Glitterati Plain Emerald Green","Arthouse","Plain and Textured Wallpaper","10.05m x 0.53m",NA,"Green","1","5.33m²",0.9
"DEC","WAL","454062","Arthouse Wallpaper Glitterati Plain Mink","Arthouse","Plain and Textured Wallpaper","10.05m x 0.53m",NA,"Gold","1","5.33m²",0.9
"DEC","WAL","454063","Arthouse Wallpaper Glitterati Plain Silver","Arthouse","Plain and Textured Wallpaper","10.05m x 0.53m",NA,"Silver","1","5.33m²",0.9
"DEC","WAL","454064","Arthouse Wallpaper Glitterati Plain Platinum","Arthouse","Plain and Textured Wallpaper","10.05m x 0.53m",NA,"Silver","1","5.33m²",0.9
"DEC","WAL","454065","Arthouse Wallpaper Glitterati Plain Ice White","Arthouse","Plain and Textured Wallpaper","10.05m x 0.53m",NA,"White","1","5.33m²",0.9
"DEC","WAL","454066","Arthouse Wallpaper Glitterati Stripe Black","Arthouse","Striped Wallpaper","10.05m x 0.53m",NA,"Black","1","5.33m²",0.9
"DEC","WAL","454067","Arthouse Wallpaper Glitterati Stripe Platinum","Arthouse","Stripe","10.05m x 0.53m",NA,"Silver","1","5.33m²",0.9
"DEC","WAL","424086","Disney Wallpaper Mickey Vintage Episode","Disney","Kids Wallpaper","52cm x 10m","Paper",NA,"1","5.2m2",0.95
"DEC","WAL","345389","Holden K2 Wallpaper Seahorse 10m","K2","Animal Print Wallpaper","10.05mx0.53m",NA,"Grey",NA,NA,0.85
"DEC","WAL","1924740","Superfresco Wallpaper Baroque White 33605","Superfresco","Plain and Textured Wallpaper","10m x 0.52m",NA,"White",NA,"5.2m²",0.9
"DEC","WAL","207925","Superfresco Wallpaper Textured Vinyl White 284","Superfresco","Plain and Textured Wallpaper","10m x 0.52m",NA,"White","1","5.2m²",0.95
"DEC","WAL","221315","Superfresco Wallpaper Textured Vinyl White 70074","Superfresco","Plain and Textured Wallpaper","10m x 0.52m",NA,"White",NA,"5.2m²",0.9
"DEC","WAL","251726","Superfresco Wallpaper Hessian Textured Vinyl White16134","Superfresco","Plain and Textured Wallpaper","10m x 0.52m",NA,"White",NA,"5.2m²",0.9
"DEC","WAL","263635","Superfresco Wallpaper Ribbed Textured Paintable White 17775","Superfresco","Plain and Textured Wallpaper","10m x 0.52m",NA,"White","1","5.2m²",0.95
"DEC","WAL","315290","Superfresco Wallpaper Brick Textured Vinyl White93744","Superfresco","Plain and Textured Wallpaper","10m x 0.52m",NA,"White","1","5.2m²",0.95
"DEC","WAL","315291","Superfresco Wallpaper Pure Textured Vinyl White 10-014","Superfresco","Plain and Textured Wallpaper","10m x 0.52m",NA,"White","1","5.2m²",0.95
"DEC","WAL","344141","Superfresco White Wallpaper","Superfresco","Plain and Textured Wallpaper","10m x 0.52m",NA,"White",NA,"5.2m²",0.9
"DEC","WAL","424151","Superfresco Colours Wallpaper Apollo Duck Egg","Superfresco","Plain and Textured Wallpaper","10m x 0.52m","Paper",NA,"1","5.2m²",0.95
"DEC","WAL","424152","Superfresco Colours Wallpaper Aurora Gold/Beige","Superfresco","Damask Wallpaper","10m x 0.52m","Paper",NA,"1","5.2m²",0.95
"DEC","WAL","424158","Superfresco Colours Wallpaper Aurora Red/Gold","Superfresco","Damask Wallpaper","10m x 0.52m","Paper",NA,"1","5.2m²",0.95
"DEC","WAL","424159","Superfresco Colours Wallpaper Ariadne Beige/Gold","Superfresco","Striped Wallpaper","10m x 0.52m","Paper",NA,"1","5.2m²",0.95
"DEC","WAL","424196","Superresco Colours Wallpaper Aurora Green","Superfresco","Damask Wallpaper","10m x 0.52m","Paper",NA,"1","5.2m²",0.9
"DEC","WAL","454121","Walltastic Avengers Assemble Room Decor Kit","Walltastic","Wallpaper Murals","Each sticker sheet measures 34cm x 46cm","Vinyl","Multi","6",NA,0.9
"DEC","WAL","454122","Walltastic Paw Patrol Room Decor Kit","Walltastic","Wallpaper Murals","Each sticker sheet measures 34cm x 46cm","Vinyl","Multi","6",NA,0.9
"DEC","WAL","454123","Walltastic My Little Pony Room Decor Kit","Walltastic","Wallpaper Murals","Each sticker sheet measures 34cm x 46cm","Vinyl","Multi","6",NA,0.9
"DEC","WAL","454124","Walltastic Shopkins Room Decor Kit","Walltastic","Wallpaper Murals","Each sticker sheet measures 34cm x 46cm","Vinyl","Multi","6",NA,0.9
"DEC","WAL","454125","Walltastic Blaze and the Monster Machines Room Decor Kit","Walltastic","Wallpaper Murals","Each sticker sheet measures 34cm x 46cm","Vinyl","Multi","6",NA,0.9
"DEC","WAL","221313","Wilko Wallpaper Stria Textured White 14062","Wilko","Plain and Textured Wallpaper","10m x 0.52m",NA,"White",NA,"5.2m²",0.9
"DEC","WAL","235704","Wilko Wallpaper Plaster Textured White 15264","Wilko","Plain and Textured Wallpaper","10m x 0.52m",NA,"White",NA,"5.2m²",0.9
"DEC","WAL","246711","Wilko Wallpaper Text Vinyl 16267","Wilko","Plain and Textured Wallpaper","10m x 0.52m",NA,"White",NA,"5.2m²",0.9
"DEC","WAL","246878","Wilko Decorative Effects Lining Paper WallcoveringWhite","Wilko","Lining Paper","10.05mx0.53m",NA,"White","1",NA,0.9
"DEC","WAL","263632","Wilko Wallpaper Textured White 13164","Wilko","Plain and Textured Wallpaper","10m x 0.52m",NA,"White",NA,"5.2m²",0.9
"DEC","WAL","289998","Wilko Wallpaper Textured Floating Squares 10-056","Wilko","Plain and Textured Wallpaper","10m x 0.52m",NA,"White","1","5.2m²",0.95
"DEC","WAL","300544","Wilko Lining Paper Wallcovering","Wilko","Lining Paper","10m x 0.52m",NA,"White","1","5.2m²",0.95
"DEC","WAL","321116","Wilko Wallpaper Bellini Textured Paintable White 10-119","Wilko","Plain and Textured Wallpaper","10m x 0.52m",NA,"White",NA,"5.2m²",0.9
"DEC","WAL","436337","Wilko Wallpaper Apollo Teal","Wilko","Striped Wallpaper","10m x 0.53m",NA,"Green","1","5.33m²",0.95
"DEC","WAL","436338","Wilko Wallpaper Apollo Purple","Wilko","Striped Wallpaper","10m x 0.53m",NA,"Purple","1","5.33m²",0.95
"DEC","WAL","436339","Wilko Wallpaper Apollo Red/Grey","Wilko","Striped Wallpaper","10m x 0.53m",NA,"Multi","1","5.33m²",0.95
"DEC","WAL","452285","Wilko Wall Stickers Home Is Where The Heart Is","Wilko","Wall Stickers",NA,NA,NA,"1",NA,0.9125
"DEC","WAL","452287","Wilko Wall Stickers All Good Things In Life","Wilko","Wall Stickers",NA,NA,NA,"1",NA,0.9125
"DEC","WAL","452288","Wilko Wall Stickers Cities 28 Piece","Wilko","Wall Stickers",NA,NA,NA,"1",NA,0.9125
"DEC","WAL","452289","Wilko Wall Stickers Starburst 70 Piece","Wilko","Wall Stickers",NA,NA,NA,"1",NA,0.9125
"DEC","WAL","138819","Wilko Functional Lining Paper Wallcovering","Wilko Functional","Lining Paper","10m x 0.52m",NA,"White","1","5.2m²",0.95
"DEC","WAL","246877","Wilko Wallpaper Embossed White 16277","Wilko Functional","Plain and Textured Wallpaper","10m x 0.52m",NA,"White",NA,"5.2m²",0.85
"DEC","WAL","344140","Wilko Best Lining Paper","Wilko Functional","Lining Paper","10m x 0.52m",NA,"White",NA,"5.2m²",0.85
"DEC","WOO","171235","Colron Preparation Furniture Stripper 500ml","Colron","Furniture Cleaner and Stripper","500ml",NA,NA,"1",NA,0.883333333333333
"DEC","WOO","171277","Colron Preparation Knotting Solution 125ml","Colron","Knotting Solution","125ml",NA,NA,NA,NA,0.825
"DEC","WOO","212917","Colron Finishes French Polish 250ml","Colron","Polish","250ml",NA,NA,NA,NA,0.825
"DEC","WOO","289138","Colron Refined Beeswax Antique Pine 400g","Colron","Interior Wax","400g",NA,NA,"1",NA,0.883333333333333
"DEC","WOO","289139","Colron Refined Beeswax Medium Oak 400g","Colron","Interior Wax","400g",NA,NA,NA,NA,0.825
"DEC","WOO","289140","Colron Refined Beeswax Dark Oak 400g","Colron","Interior Wax","400g",NA,"Brown","1",NA,0.941666666666667
"DEC","WOO","289141","Colron Refined Beeswax Natural 400g","Colron","Interior Wax","400g",NA,NA,NA,NA,0.825
"DEC","WOO","289158","Colron Repair Wax Repair Sticks 24g","Colron","Wax Repair Stricks","24g",NA,NA,"1",NA,0.883333333333333
"DEC","WOO","408556","Cuprinol Woodworm Killer 1L","Cuprinol","Woodcare Treatment","1L",NA,NA,"1",NA,0.883333333333333
"DEC","WOO","171431","Ronseal Quick Drying Woodstain Gloss Deep Mahogany750ml","Ronseal","Gloss Woodstain","750ml",NA,NA,NA,NA,0.825
"DEC","WOO","171432","Ronseal Quick Drying Woodstain Satin Deep Mahogany750ml","Ronseal","Satin Woodstain","750ml",NA,NA,NA,NA,0.825
"DEC","WOO","212922","Ronseal Quick Drying Woodstain Satin Teak 750ml","Ronseal","Satin Woodstain","750ml",NA,NA,NA,NA,0.825
"DEC","WOO","212923","Ronseal Quick Drying Woodstain Teak Gloss 750ml","Ronseal","Gloss Woodstain","750ml",NA,NA,NA,NA,0.825
"DEC","WOO","228226","Ronseal Hardglaze Interior Ultra Tough Gloss Clear750ml","Ronseal","Gloss Varnish","750ml",NA,NA,NA,"10m²",0.883333333333333
