"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","DQ Score"
"CLE","LAU","347226","Vanish Pre Treat Stain Remover Gel 200ml","Vanish","22.0CM","6.0CM","6.0CM","Stain and Pre-Treatment Agents","200ml",NA,"1",1
"CLE","LAU","347229","Vanish Gold Oxi Stain Remover  470g","Vanish","12.3CM","9.0CM","9.0CM","Stain and Pre-Treatment Agents","470g",NA,"1",1
"CLE","LAU","411870","Vanish White Gold Stain Remover 470g","Vanish","12.1CM","8.9CM","8.9CM","Stain and Pre-Treatment Agents","470g",NA,"1",1
"CLE","LAU","411871","Vanish White Gold Stain Remover 940g","Vanish","14.8CM","11.3CM","11.3CM","Stain and Pre-Treatment Agents","940g",NA,"1",1
"CLE","LAU","454173","Vanish White Platinum Powder 470g","Vanish","11.3CM","9.3CM","9.3CM","Stain and Pre-Treatment Agents ","470g",NA,"1",1
"CLE","LAU","454174","Vanish Pink Platinum Powder 470g","Vanish","11.3CM","9.3CM","9.3CM","Stain and Pre-Treatment Agents","470g",NA,"1",1
"CLE","LAU","454176","Vanish Pink Platinum Gel 940ml","Vanish","28.5CM","13.7CM","6.4CM","Stain and Pre-Treatment Agents ","940ml",NA,"1",1
"CLE","LAU","454177","Vanish White Platinum Gel 940ml","Vanish","28.5CM","13.7CM","6.4CM","Stain and Pre-Treatment Agents","940ml",NA,"1",1
"CLE","LAU","454178","Vanish Gold Oxi Action Stain Remover Gel 940ml","Vanish","28.6CM","13.6CM","6.3CM","Stain and Pre-Treatment Agents","940ml",NA,"1",1
"CLE","LAU","203195","Wilko Laundry Water Softening 15pk","Wilko","13.0CM","13.7CM","5.3CM","Water Softener","225g",NA,"15",1
"CLE","LAU","332009","Wilko Original Citric Acid 250g","Wilko","12.0CM","10.0CM","4.0CM","Limescale Remover",NA,NA,NA,1
"CLE","LAU","412410","Wilko Original Liquid Soapflakes 750ml","Wilko","23.0CM","10.1CM","5.9CM","Liquid and Gel Detergents",NA,NA,NA,1
"CLE","LAU","432770","Wilko Bio Liquid Tabs 18 Washes","Wilko","22.5CM","22.5CM","8.0CM","Liquitabs","18 tabs",NA,"18",1
"CLE","LAU","432771","Wilko Non Bio Liquid Tabs 18 Washes","Wilko","22.5CM","22.5CM","8.0CM","Liquitabs","18 tabs",NA,"18",1
"CLE","LAU","432773","Wilko Bio Liquid Detergent Eucalyptus Leaf andWhite Rose 1L","Wilko","28.0CM","9.9CM","6.5CM","Liquid and Gel Detergents","1L",NA,"1",1
"CLE","LAU","432774","Wilko Non Bio Liquid Detergent White Lily andFresh Apple 1L","Wilko","28.0CM","9.9CM","6.5CM","Liquid and Gel Detergents","1L",NA,"1",1
"CLE","LAU","432775","Wilko Fragrance Boost Exotic Ylang andFressia 480g","Wilko","22.4CM","7.5CM","7.5CM","Fabric Fresheners","400g",NA,"1",1
"CLE","LAU","433035","Wilko Colour Collector 10pk","Wilko","17.5CM","11.0CM","2.5CM","Stain and Pre-Treatment Agents","Colour Collectors, 3.5(l)x12(w)x16(h)",NA,"10",1
"CLE","LAU","433454","Wilko Fabric Conditioner Exotic Ylang andFressia 22 Washes 750ml","Wilko","25.0CM","10.2CM","5.8CM","Fabric Conditioners","750ml",NA,"1",1
"CLE","LAU","433455","Wilko Fabric Conditioner Blue Fressia andMagnolia Champaca 750ml","Wilko","25.0CM","10.2CM","5.8CM","Fabric Conditioners","750ml",NA,"1",1
"CLE","LAU","433563","Wilko Ironing Water Exotic Ylang andFressia 1L","Wilko","27.5CM","8.5CM","5.5CM","Ironing Water","1L",NA,"1",1
"CLE","LAU","438813","Wilko Fabric Freshener Exotic Ylang andFreesia 750ml","Wilko","27.5CM","9.6CM","7.4CM","Fabric Fresheners","750ml",NA,"1",1
"CLE","LAU","454106","Wilko Fragrance Boost Rose & Cherry 480g","Wilko","21.5CM","7.8CM","7.8CM","Fabric Fresheners","480g",NA,"1",1
"CLE","LAU","454107","Wilko Ironing Water Rose & Cherry 1L","Wilko","27.5CM","8.5CM","5.5CM","Ironing Water","1L",NA,"1",1
"CLE","LAU","454108","Wilko Antibacterial Laundry Cleanser White CottonFleur 1L","Wilko","27.5CM","5.0CM","11.5CM","Laundry Cleanser","1L",NA,"1",1
"CLE","LAU","454109","Wilko Bio Gel Detergent Eucalyptus Leaf and WhiteRose 770ml","Wilko","18.9CM","13.0CM","6.5CM","Liquid and Gel Detergents","770ml",NA,"1",1
"CLE","LAU","454110","Wilko Non Bio Gel Detergent White Lily and FreshApple 770ml","Wilko","18.9CM","13.0CM","6.5CM","Liquid and Gel Detergents","770ml",NA,"1",1
"CLE","LAU","454144","Wilko Concentrated Fabric Conditioner MidnightIris and Amethyst 945ml","Wilko","28.3CM","12.9CM","6.2CM","Fabric Conditioners","954ml",NA,"1",1
"CLE","LAU","454145","Wilko Premium Fabric Conditioner Rose & Cherry954ml","Wilko","28.3CM","12.9CM","6.2CM","Fabric Conditioners","954ml",NA,"1",1
"CLE","LAU","454146","Wilko Skin Kind Fabric Conditioner Silk Pashmina750ml","Wilko","24.5CM","5.5CM","9.0CM","Fabric Conditioners","750ml",NA,"1",1
"CLE","LAU","454271","Wilko Fabric Conditioner Blue Skies 1.5L","Wilko","28.3CM","8.5CM","12.7CM","Fabric Conditioners","1.5L",NA,"1",1
"CLE","LAU","454272","Wilko Fabric Conditioner Sunny Day 1.5L","Wilko","28.3CM","8.5CM","12.7CM","Fabric Conditioners","1.5L",NA,"1",1
"CLE","LAU","275080","Woolite Detergent Hand and Machine Wash 750ml","Woolite","24.8CM","12.5CM","6.1CM","Delicate Wash","750ml",NA,"1",1
"CLE","SUR","340934","Astonish Pro Cleaning Paste 500g","Astonish","13.5CM","10.0CM","10.0CM","Multi-Purpose Cleaner","500g",NA,"1",1
"CLE","SUR","333180","Cherry Blossom Comfort Insole Pair One Size","Cherry Blossom","34.8CM","11.8CM","1.0CM","Insoles and Cushions","One Size","White","1",1
"CLE","SUR","200236","Cif Citrus Burst Bathroom Mousse 500ml","Cif","23.6CM","6.6CM","6.6CM","Bath and Shower Cleaners","500ml",NA,"1",1
"CLE","SUR","251953","Cif Floor Cleaner Orchid 1L","Cif","27.2CM","12.0CM","5.4CM","Floor Cleaner","1L",NA,"1",1
"CLE","SUR","453870","Cif Actifizz Spray Ocean 450ml","Cif","27.0CM","10.9CM","4.9CM","Multi-Purpose Cleaner","450ml",NA,"1",1
"CLE","SUR","59553","Cif Cream Cleaner White 500ml","Cif","25.9CM","7.0CM","4.5CM","Multi-Purpose Cleaner","500ml",NA,"1",1
"CLE","SUR","321019","Cillit Bang Active Bathroom Foam 600ml","Cillit Bang","28.3CM","6.7CM","6.7CM","Bath and Shower Cleaners","600ml",NA,"1",1
"CLE","SUR","412311","Cillit Bang Power Cleaner Degreaser 750ml","Cillit Bang","28.5CM","11.2CM","5.7CM","Kitchen Cleaners","750ml",NA,"1",1
"CLE","SUR","412312","Cillit Bang Black Mould Remover 750ml","Cillit Bang","28.5CM","11.2CM","5.7CM","Multi-Purpose Cleaner","750ml",NA,"1",1
"CLE","SUR","275243","Dettol Floor Cleaning Wipes Green AppleExtra Large 15pk","Dettol","26.8CM","16.0CM","2.0CM","Wipes","Extra Large",NA,"15pk",1
"CLE","SUR","281585","Dettol Antibacterial Cleansing Surface WipesLarge 36pk","Dettol","21.5CM","10.8CM","1.9CM","Wipes","Large",NA,"36pk",1
"CLE","SUR","339710","Dettol Laundry Cleanser Fresh Cotton 1.5L","Dettol","27.0CM","14.0CM","9.0CM","Laundry Cleanser","1.5L",NA,"1",1
"CLE","SUR","412316","Dettol Surface Cleanser 750ml","Dettol","28.4CM","11.2CM","5.6CM","Multi-Purpose Cleaner","750ml",NA,"1",1
"CLE","SUR","412319","Dettol Power and Fresh Cleaner Apple 500ml","Dettol","27.6CM","11.2CM","4.7CM","Multi-Purpose Cleaner","500ml",NA,"1",1
"CLE","SUR","412325","Dettol Power and Fresh Wipes Citrus 80pk","Dettol","23.4CM","11.0CM","5.6CM","Wipes","80 wipes",NA,"1",1
"CLE","SUR","412743","Dettol Antibacterial Cleansing Surface Wipes Limeand Mint 84pk","Dettol","23.4CM","11.0CM","5.8CM","Wipes","84",NA,"84",1
"CLE","SUR","429804","Dettol Power and Fresh Sparkling Lemon and LimeBurst 1L","Dettol","28.5CM","13.1CM","7.6CM","Multi-Purpose Cleaner","1L",NA,"1",1
"CLE","SUR","429805","Dettol Power and Fresh Pomegranate and LimeSplash 1L","Dettol","28.5CM","13.1CM","7.6CM","Multi-Purpose Cleaner","1L",NA,"1",1
"CLE","SUR","429807","Dettol Disinfectant Crisp Linen 400ml","Dettol","20.2CM","6.6CM","6.6CM","Disinfectants","400ml",NA,"1",1
"CLE","SUR","429808","Dettol Disinfectant Spray Orchard Blossom400ml","Dettol","20.2CM","6.6CM","6.6CM","Disinfectants","400ml",NA,"1",1
"CLE","SUR","429814","Dettol Power and Fresh Pomegrante andLime Splash Wipes 80pk","Dettol","20.0CM","11.0CM","6.0CM","Multi-Purpose Cleaner","80 wipes",NA,"80",1
"CLE","SUR","271961","Flash Wooden Floors Mandarin and Cedar Wood Liquid1L","Flash","27.8CM","12.7CM","5.6CM","Floor Cleaner","1L",NA,"1",1
"CLE","SUR","278058","Flash Power Mop Multipurpose Cleaning Solution Refill Sea Minerals 1.25L","Flash","26.0CM","9.5CM","9.8CM","Floor Cleaner","1.25L",NA,"1",1
"CLE","SUR","282140","Flash Antibacterial Cleaning Wipes 60pk","Flash","18.0CM","10.0CM","2.0CM","Wipes","60 wipes",NA,"60pk",1
"CLE","SUR","306365","Flash Cleaner All Purpose with Febreze Cotton Fresh 1.3L","Flash","32.5CM","12.8CM","6.0CM","Multi-Purpose Cleaner","1.3L",NA,"1",1
"CLE","SUR","334359","Flash Gel All Purpose Cleaner Crisp Lemon 400ml","Flash","17.7CM","9.6CM","5.4CM","Multi-Purpose Cleaner","400ml",NA,"1",1
"CLE","SUR","334360","Flash Gel All Purpose Cleaner Blossom 400ml","Flash","17.7CM","9.6CM","5.4CM","Multi-Purpose Cleaner","400ml",NA,"1",1
"CLE","SUR","347529","Flash Wipes Antibacterial 10pk","Flash","26.0CM","16.0CM","1.5CM","Wipes","10 wipes",NA,"10",1
"CLE","SUR","414749","Flash with Fabreze Bathroom Spray 450ml","Flash","27.0CM","9.1CM","5.7CM","Bath and Shower Cleaners","450ml",NA,"1",1
"CLE","SUR","414751","Flash With Bleach 3in1 Spray 450ml","Flash","27.0CM","9.1CM","5.7CM","Multi-Purpose Cleaner","450ml",NA,"1",1
"CLE","SUR","414859","Flash All Purpose Cleaner Lemon Spray 469ml","Flash","27.0CM","9.1CM","5.7CM","Multi-Purpose Cleaner","469ml",NA,"1",1
"CLE","SUR","438078","Flash Gel Crisp Lemon Multi Surface Cleaner 885ml","Flash","21.5CM","12.2CM","7.4CM","Multi-Purpose Cleaner","885ml",NA,"1",1
"CLE","SUR","278442","Glade Shake n Vac Lily 500g","Glade","23.1CM","5.5CM","5.5CM","Carpet Cleaners and Fresheners","500g",NA,"1",1
"CLE","SUR","418129","Hob Brite Cream 250ml","Hob Brite","19.0CM","8.0CM","4.0CM","Kitchen Cleaners","250ml",NA,"1",1
"CLE","SUR","7368040","Jeyes Fluid Muti Purpose Disinfectantfor Outdoor Cleaning 300ml","Jeyes","16.9CM","7.3CM","3.8CM","Multi-Purpose Cleaner","300ml",NA,"1",1
"CLE","SUR","136418","Mr Muscle Sink and Plug 500ml","Mr Muscle","22.4CM","9.2CM","4.6CM","Sink and Drain Unblockers","500ml",NA,"1",1
"CLE","SUR","418013","Mr Muscle Bathroom Care Spray 500ml","Mr Muscle","26.0CM","10.5CM","5.0CM","Bath and Shower Cleaners","500ml",NA,"1",1
"CLE","SUR","418016","Mr Muscle Power Bathroom Cleaner 750ml","Mr Muscle","28.0CM","10.5CM","6.1CM","Bath and Shower Cleaners","750ml",NA,"1",1
"CLE","SUR","418018","Mr Muscle Power Glass Cleaner 750ml","Mr Muscle","28.0CM","10.5CM","6.1CM","Window and Glass Cleaners","750ml",NA,"1",1
"CLE","SUR","418019","Mr Muscle Power Shower Shine 750ml","Mr Muscle","28.0CM","10.5CM","6.1CM","Bath and Shower Cleaners","750ml",NA,"1",1
"CLE","SUR","418020","Mr Muscle Advanced Power Antibacterial Spray 750ml","Mr Muscle","28.0CM","10.5CM","6.1CM","Multi-Purpose Cleaner","750ml",NA,"1",1
"CLE","SUR","213687","Mr Sheen Spray and Mop Floor Cleaner Orange andLemon Blossom 500ml","Mr Sheen","26.0CM","10.6CM","4.8CM","Floor Cleaner","500ml",NA,"1",1
"CLE","SUR","84054","Neutradol Carpet Deodorizer Vac N Clean Super Fresh 350g","Neutradol","17.0CM","6.6CM","6.6CM","Carpet Cleaners and Fresheners","350g",NA,"1",1
"CLE","SUR","218572","Oven Pride Complete Oven Cleaner 500ml","Oven Pride","22.2CM","10.1CM","7.6CM","Oven Cleaner","500ml",NA,"1",1
"CLE","SUR","193670","Pledge Wood Floors and Furniture Wipes 12pk","Pledge","25.8CM","17.3CM","1.8CM","Wipes","Extra Large",NA,"12pk",1
"CLE","SUR","224088","Homecare Shiny Sinks 290ml","Shiny Sinks","19.0CM","7.7CM","4.0CM","Kitchen Cleaners","290ml",NA,"1",1
"CLE","SUR","429816","Vanish Powder Carpet Cleaner 650g","Vanish","25.0CM","19.5CM","9.5CM","Stain and Pre-Treatment Agents","650g",NA,"1",1
"CLE","SUR","152499","Vax AAA Carpet Care Cleaner Floral Infusion 750ml","Vax","26.0CM","12.1CM","4.8CM","Carpet Cleaners and Fresheners","750ml",NA,"1",1
"CLE","SUR","124284","Wilko Vacuum Freshener Discs Summer 6pk","Wilko","12.2CM","14.2CM","1.8CM","Carpet Cleaners and Fresheners","6 pack",NA,"6",1
"CLE","SUR","185333","Wilko Glass Wipes Smear Free  20pk","Wilko","24.0CM","13.0CM","3.6CM","Window and Glass Cleaners","20 wipes",NA,"20",1
"CLE","SUR","213684","Wilko Original Liquid Soda Crystals Spray500ml","Wilko","25.4CM","8.7CM","4.4CM","Multi-Purpose Cleaner",NA,NA,NA,1
"CLE","SUR","264235","Wilko Original Bicarbonate  of Soda 500g","Wilko","13.5CM","10.1CM","4.0CM","Multi-Purpose Cleaner",NA,NA,NA,1
"CLE","SUR","334402","Wilko Window Cleaner 750ml","Wilko","27.2CM","9.5CM","7.6CM","Window and Glass Cleaners","750ml",NA,"1",1
"CLE","SUR","335206","Wilko Original White Vinegar Spray 750ml","Wilko","29.3CM","10.3CM","5.5CM","Multi-Purpose Cleaner",NA,NA,NA,1
"CLE","SUR","430138","Wilko 2 in 1 Sink and Drain Unblocker Kit","Wilko","22.0CM","10.0CM","8.0CM","Sink and drain unblockers","500ml",NA,"1",1
"CLE","SUR","431335","Wilko Optical Wipes 52pk","Wilko","8.4CM","8.0CM","8.6CM","Wipes","52 Wipes",NA,"1",1
"CLE","SUR","437734","Wilko Antibacterial Lemon Wipes 6 x 40pk","Wilko","4.0CM","10.0CM","20.0CM","Wipes","foil 5.4 g, case 290 g",NA,"40",1
"CLE","SUR","437761","Wilko Original Soda Crystals 1.5kg","Wilko","18.0CM","17.0CM","10.0CM","Multi-Purpose Cleaner",NA,NA,NA,1
"CLE","SUR","437981","Wilko Fuji Apple and Apricot Multi SurfaceSpray 750ml","Wilko","27.5CM","9.6CM","7.4CM","Multi-Purpose Cleaner","750ml",NA,"1",1
"CLE","SUR","438089","Wilko Carpet Stain Remover Spray 750ml","Wilko","27.5CM","9.6CM","7.4CM","Carpet Cleaners and Fresheners","750ml",NA,"1",1
"CLE","SUR","439011","Wilko Antibacterial Cleaner Spray 750ml","Wilko","27.5CM","9.6CM","7.4CM","Multi-Purpose Cleaner","750ml",NA,"1",1
"CLE","SUR","439012","Wilko Muti Purpose Lemon and MandarinKitchen Cleaner 750ml","Wilko","27.5CM","9.6CM","7.4CM","Multi-Purpose Cleaner","750ml",NA,"1",1
"CLE","SUR","252172","Windolene Wipes 30pk","Windolene","21.4CM","10.0CM","2.2CM","Wipes","30 wipes",NA,"30",1
"CLE","SUR","429813","Windolene 750ml","Windolene","28.6CM","9.6CM","6.4CM","Window and Glass Cleaners","750ml",NA,"1",1
"CLE","SUR","403692","Zoflora Concentrated Disinfectant 500ml","Zoflora","20.4CM","8.3CM","5.2CM","Disinfectants","500ml",NA,"1",1
"CLE","SUR","417772","Zoflora Non-Odour Neutraliser 120ml","Zoflora","14.7CM","5.5CM","3.5CM","Disinfectants","120ml",NA,"1",1
"CLE","TOI","453366","Air Wick VIPoo Lemon Idol Spray 55ml","Air Wick","13.2CM","3.3CM","3.3CM","Toilet Spray","3.25 x 3.25 x 13.2",NA,"6",1
"CLE","TOI","453367","Air Wick VIPoo Fruity Pin Up Spray 55ml","Air Wick","13.2CM","3.3CM","3.3CM","Toilet Spray","3.25 x 3.25 x 13.2",NA,"6",1
"CLE","TOI","453368","Air Wick VIPoo Rosy Starlet Spray 55ml","Air Wick","13.2CM","3.3CM","3.3CM","Toilet Spray","3.25 x 3.25 x 13.2",NA,"6",1
"CLE","TOI","453369","Air Wick VIPoo Lavender Superstar Spray 55ml","Air Wick","13.2CM","3.3CM","3.3CM","Toilet Spray","3.25 x 3.25 x 13.2",NA,"6",1
"CLE","TOI","168745","Jeyes Bloo Max Cistern Block 70g","Bloo","15.0CM","10.5CM","2.2CM","Toilet Blocks and Strips","70g",NA,"1",1
"CLE","TOI","435345","Bloo Foam Aroma Ocean Mist FragancedPowder 500g","Bloo","18.2CM","8.1CM","8.1CM","Toilet Cleaner","500g",NA,"1",1
"CLE","TOI","435346","Bloo Foam Aroma Rose and Apple Blossom FragancedPowder 500g","Bloo","18.2CM","8.1CM","8.1CM","Toilet Cleaner","500g",NA,"1",1
"CLE","TOI","1156840","Domestos Original Bleach 750ml","Domestos","29.0CM","7.6CM","6.0CM","Bleach","750ml",NA,"1",1
"CLE","TOI","186746","Domestos Bleach Aqua Blast 750ml","Domestos","29.0CM","7.6CM","6.0CM","Bleach","750ml",NA,"1",1
"CLE","TOI","277123","Domestos Bleach   Original Blue 2L","Domestos","31.0CM","11.5CM","11.5CM","Bleach","2L",NA,"1",1
"CLE","TOI","293164","Domestos Bleach Citrus 750ml","Domestos","29.0CM","7.6CM","6.0CM","Bleach","750ml",NA,"1",1
"CLE","TOI","333337","Domestos Toilet Wipes Fresh Fragrance 40pk","Domestos","18.0CM","11.0CM","2.4CM","Wipes","40 Pack",NA,"40s",1
"CLE","TOI","437751","Domestos Rimblock Power 5 Ocean","Domestos","16.5CM","12.2CM","3.9CM","Toilet Blocks and Strips","55g",NA,"1",1
"CLE","TOI","225107","Harpic Original Limescale Remover 750ml","Harpic","26.5CM","9.0CM","5.6CM","Limescale Remover","750ml",NA,"1",1
"CLE","TOI","252160","Harpic Power Plus Toilet Cleaner, Original 750ml","Harpic","26.5CM","9.0CM","5.6CM","Toilet Cleaner","750ml",NA,"1",1
"CLE","TOI","334465","Harpic White and Shine Bleach with BakingSoda 750ml","Harpic","26.6CM","9.0CM","5.6CM","Bleach","750ml",NA,"1",1
"CLE","TOI","431958","Harpic Fresh Power Summer Breeze 39g","Harpic","17.0CM","12.7CM","3.2CM","Toilet Blocks and Strips","39g",NA,"1",1
"CLE","TOI","332012","Mr Muscle Toilet Power Lavender 750ml","Mr Muscle","26.3CM","9.3CM","6.0CM","Toilet Cleaner","750ml",NA,"1",1
"CLE","TOI","403682","Parozone Bleach Original 1L","Parozone","31.0CM","8.8CM","6.7CM","Bleach","1L",NA,"1",1
"CLE","TOI","182764","Toilet Duck Rim Block Refill Wave","Toilet Duck","15.0CM","9.6CM","5.0CM","Toilet Blocks and Strips","55g",NA,"1",1
"CLE","TOI","221895","Toilet Duck Fresh Brush Refill 12pk","Toilet Duck","10.5CM","16.5CM","3.0CM","Wipes","12 pk",NA,"12",1
"CLE","TOI","294462","Toilet Duck 4in1 Liquid Cleaner Fresh Pine 750ml","Toilet Duck","27.0CM","9.2CM","6.4CM","Toilet Cleaner","750ml",NA,"1",1
"CLE","TOI","294464","Toilet Duck Liquid Marine 750ml","Toilet Duck","27.0CM","9.2CM","6.4CM","Toilet Cleaner","750ml",NA,"1",1
"CLE","TOI","319780","Toilet Duck Liquid Citrus 750ml","Toilet Duck","27.0CM","8.7CM","6.2CM","Toilet Cleaner","750ml",NA,"1",1
