"PSA_1","PSA_2","Article","Web Description","Brand","Type","Pack Qty","Size","Colour","Age","Washable","Power","Assembly","Model Number","Material","Capacity","DQ Score"
"TOI","PER","333346","Beckham Instinct Eau de Toilette 75ml","Beckham","Aftershave",NA,"75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","245083","Britney Spears Curious Eau de Parfum 30ml","Britney Spears","Perfume",NA,"30ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","252640","Davidoff Cool Water Deodorant 75ml","Davidoff","Aftershave",NA,"75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","283624","Davidoff Cool Water Deodorant for Women 100ml","Davidoff","Perfume",NA,"100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","295681","Davidoff Cool Water Eau de Toilette 50ml","Davidoff","Perfume",NA,"50ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","340276","Davidoff Cool Water Eau de Toilette 40ml","Davidoff","Aftershave",NA,"40ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","445555","FCUK Him Eau de Toilette 100ml","FCUK","Aftershave",NA,"100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","PER","258060","Joop! Jump Eau de Toilette 100ml","Joop","Aftershave",NA,"100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","305358","Joop! Homme Deodorant 75ml","Joop","Aftershave",NA,"75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","72982","Joop Homme Eau de Toilette 75ml","Joop","Aftershave",NA,"75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","RIM","270357","Rimmel Lipstick Lock","Rimmel","Lipstick",NA,"4g","Clear",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270411","Rimmel Exaggerate Lipliner Addiction","Rimmel","Lip Liner",NA,"2.5ml","Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270414","Rimmel Exaggerate Lipliner East End Snob","Rimmel","Lip Liner",NA,"2.5ml","Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270419","Rimmel 1000 Kisses Lip Liner Spice","Rimmel","Lip Liner",NA,"1.2g","Orange",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270423","Rimmel 1000 Kisses Lipliner Black Tulip Red","Rimmel","Lip Liner",NA,"1.2g","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270454","Rimmel Hide The Blemish Concealer Ivory","Rimmel","Concealer",NA,"4.5g","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270456","Rimmel Hide The Blemish Concealer Natural Beige","Rimmel","Concealer",NA,"4.5g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270457","Rimmel Hide The Blemish Concealer Soft Honey","Rimmel","Concealer",NA,"4.5g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270489","Rimmel Professional Eyebrow Pencil Hazel","Rimmel","Brows",NA,"1.4g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270491","Rimmel Soft Kohl Pencil Pure White","Rimmel","Eye Liner",NA,"1.2g","White",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270494","Rimmel Soft Kohl Eye Pencil Denim Blue","Rimmel","Eye Liner",NA,"1.2g","Blue",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270698","Rimmel Exaggerate Liquid Eyeliner Black","Rimmel","Eye Liner",NA,"2.5ml","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","284314","Rimmel Stay Matte Powder Warm Beige","Rimmel","Powder Foundation",NA,"14g","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","284319","Rimmel Stay Matte Powder Transparent","Rimmel","Powder Foundation",NA,"14g","Clear",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","284331","Rimmel Volume Flash x10 Mascara Black Extreme","Rimmel","Mascara",NA,"8ml","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","295115","Rimmel Lasting Finish Lipstick Pink Blush","Rimmel","Lipstick",NA,"4g","Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","301337","Rimmel Lasting Finish Foundation True Nude","Rimmel","Liquid Foundation",NA,"30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","301338","Rimmel Lasting Finish Foundation Ivory","Rimmel","Liquid Foundation",NA,"30ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","301340","Rimmel Lasting Finish Foundation Classic Beige","Rimmel","Liquid Foundation",NA,"30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","301341","Rimmel Lasting Finish Foundation Natural Beige","Rimmel","Liquid Foundation",NA,"30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","306679","Rimmel Day 2 Night Mascara Black","Rimmel","Mascara",NA,"7ml","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","316841","Rimmel Fix and Perfect Primer","Rimmel","Priming and Setting","1","30ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","325942","Rimmel Kate Matte Lipstick 110","Rimmel","Lipstick",NA,"4g","Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","333669","Rimmel Match Perfect Loose Powder","Rimmel","Powder Foundation","1","10g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","338628","Rimmel Nail Nurse Strong Base Coat","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339904","Rimmel Moisture Lipstick As you want","Rimmel","Lipstick","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","339905","Rimmel Moisture Lipstick In Love Ginger","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339906","Rimmel Moisture Lipstick Amethyst","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339907","Rimmel Moisture Lipstick Heather Shimmer","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339908","Rimmel Moisture Lipstick Latino","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339909","Rimmel Moisture Lipstick MayFair Red","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339910","Rimmel HD Eyeshadow Golden Eye","Rimmel","Eye Shadow","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339915","Rimmel HD Eyeshadow Bixton Brown","Rimmel","Eye Shadow","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","340246","Rimmel Moisture Lipstick Vintage Pink","Rimmel","Lipstick","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","340305","Rimmel Scandal Eyes Shadow Bulletproof","Rimmel","Eye Shadow","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","340896","Rimmel Kate Lasting Finish Lipstick 03","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","340898","Rimmel Kate Matte Lipstick 101","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","340904","Rimmel Wake me up Foundation Classic Beige","Rimmel","Liquid Foundation","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","346583","Rimmel Pallette Eyeshadow Foggy Grey","Rimmel","Eye Shadow","1",NA,"Grey",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","346584","Rimmel Pallette Eyeshadow Pinkadilly","Rimmel","Eye Shadow","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","346603","Rimmel Moisture Renew Lip Liner Red Diva","Rimmel","Lipstick","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","346604","Rimmel Moisture Renew Lip Liner Fancy","Rimmel","Lipstick","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","346620","Rimmel Nail Polish Nurse 5 in 1","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","351164","Rimmel Scandal Eyes Shadow Bluffing","Rimmel","Eye Shadow","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","351165","Rimmel Scandal Eyes Shadow Bootleg Brown","Rimmel","Eye Shadow","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","351514","Rimmel Gel Eyeliner Black","Rimmel","Eye Liner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","403202","Rimmel Wake me up Foundation Porcelain","Rimmel","Liquid Foundation","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","403215","Rimmel Scandal Eyes Shadow Stick Blue","Rimmel","Eye Shadow","1",NA,"Blue",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","403229","Rimmel Moisture Renew Lip Liner Clear","Rimmel","Lip Liner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","403232","Rimmel Lasting Finish Lipstick","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","403236","Rimmel Lasting Finish 25 Hours Foundation TrueIvory","Rimmel","Liquid Foundation","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","409079","Rimmel Provocalips Lipstick Skinny Dipping","Rimmel","Lipstick","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","409080","Rimmel Provocalips Lipstick Kiss Me You Fool","Rimmel","Lipstick","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","409081","Rimmel Provocalips Lipstick Little Minx","Rimmel","Lipstick","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","409082","Rimmel Provocalips Lipstick Make your Move","Rimmel","Lipstick","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","409084","Rimmel Wonderfull MascaraExtreme Black","Rimmel","Mascara","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","413380","Rimmel Lasting Finish Primer Clear 30ml","Rimmel","Priming and Setting","1","30ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","413383","Rimmel Scandaleyes Xxtreme Mascara Black","Rimmel","Mascara","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417209","Rimmel Kate Collection Lipstick Rosetto","Rimmel","Lipstick","1",NA,"Orange",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417213","Rimmel Oh My Gloss Lipgloss Snog","Rimmel","Lip Gloss","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417215","Rimmel Oh My Gloss Lipgloss My Eternity","Rimmel","Lip Gloss","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417216","Rimmel Oh My Gloss Lipgloss Rebel Red","Rimmel","Lip Gloss","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417217","Rimmel Oh My Gloss Lipgloss Crystal Clear","Rimmel","Lip Gloss","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417219","Rimmel Oh My Gloss Lipgloss Purr Glossy","Rimmel","Lip Gloss","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417220","Rimmel Oh My Gloss Lipgloss Glossaholic","Rimmel","Lip Gloss","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417221","Rimmel Oh My Gloss Lipgloss Ooh La La","Rimmel","Lip Gloss","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417222","Rimmel Oh My Gloss Lipgloss Go Gloss Or Go Home","Rimmel","Lip Gloss","1",NA,"Orange",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417227","Rimmel 60 Seconds Supershine Nail Polish Clear 740","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417228","Rimmel 60 Seconds Supershine Nail Polish Ethereal","Rimmel","Nail Polish","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417229","Rimmel 60 Seconds Supershine Nail Polish HotTropicana 407","Rimmel","Nail Polish","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417230","Rimmel 60 Seconds Super Shine Nail Polish RapidRuby 320","Rimmel","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417231","Rimmel 60 Seconds Super Shine Nail Polish BlackCherries 345","Rimmel","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417232","Rimmel 60 Seconds Super Shine Nail Polish ChinUp 452","Rimmel","Nail Polish","1",NA,"Yellow",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417233","Rimmel 60 Seconds Super Shine Nail Polish DannyBoy Blue 828","Rimmel","Nail Polish","1",NA,"Blue",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417234","Rimmel 60 Seconds Super Shine Nail Polish DoubleDecker Red 310","Rimmel","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417235","Rimmel 60 Seconds Super Shine Nail Polish CaramelCupcake 500","Rimmel","Nail Polish","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417236","Rimmel 60 Seconds Super Shine Nail Polish PillowTalk 853","Rimmel","Nail Polish","1",NA,"Blue",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417237","Rimmel 60 Seconds Super Shine Nail Polish RosePink Libertine 405","Rimmel","Nail Polish","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417238","Rimmel 60 Seconds Super Shine Nail Polish SilverBullet 730","Rimmel","Nail Polish","1",NA,"Silver",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417239","Rimmel 60 Seconds Super Shine Nail Polish InstyleCoral 415","Rimmel","Nail Polish","1",NA,"Orange",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417240","Rimmel 60 Seconds Super Shine Nail PolishCoralicious 430","Rimmel","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417242","Rimmel 60 Seconds Super Shine Nail Polish LoseYour Lingerie 203","Rimmel","Nail Polish","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417245","Rimmel 60 Seconds Super Shine Nail Polish DarlingYou Are Fabulous 809","Rimmel","Nail Polish","1",NA,"Gold",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417246","Rimmel 60 Seconds Super Shine Nail Polish YourMajesty 808","Rimmel","Nail Polish","1",NA,"Silver",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417248","Rimmel 60 Seconds Super Shine Nail Polish SecondSuper Shine 510","Rimmel","Nail Polish","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417249","Rimmel 60 Seconds Super Shine Nail Polish Gimme335","Rimmel","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417252","Rimmel 60 Seconds Super Shine Nail PolishBreakfast In Bed 873","Rimmel","Nail Polish","1",NA,"Green",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417253","Rimmel 60 Seconds Super Shine Nail Polish WhiteHot Love 708","Rimmel","Nail Polish","1",NA,"White",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417254","Rimmel 60 Seconds Super Shine Nail Polish Berries340","Rimmel","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417255","Rimmel 60 Seconds Rita Ora Nail Polish Roll In TheGrass 878","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417256","Rimmel 60 Seconds Rita Ora Nail Polish Wilderness558","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417257","Rimmel 60 Seconds Rita Ora Nail PolishGlastonberry 300","Rimmel","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417258","Rimmel 60 Seconds Rita Ora Nail PolishOragina 413","Rimmel","Nail Polish","1",NA,"Orange",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417259","Rimmel 60 Seconds Rita Ora Nail Polish SweetRetreat 270","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417260","Rimmel 60 Seconds Rita Ora Nail Polish Rain RainGo Away 498","Rimmel","Nail Polish","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417262","Rimmel 60 Seconds Rita Ora Nail Polish Neon Fest322","Rimmel","Nail Polish","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417263","Rimmel 60 Seconds Rita Ora Nail Polish Peachella448","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417266","Rimmel 60 Seconds Rita Ora Nail Polish Port A LooBlue 880","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","422734","Rimmel Kate Lip Balm 4g 001","Rimmel","Lip Balm","1","4g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","422735","Rimmel Match Perfection Foundation Light Porcelain","Rimmel","Liquid Foundation","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","422736","Rimmel Match Perfection Foundation Ivory","Rimmel","Liquid Foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","RIM","422737","Rimmel Match Perfection Foundation True Ivory","Rimmel","Liquid Foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","RIM","422738","Rimmel Match Perfection Foundation Soft Beige","Rimmel","Liquid Foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","RIM","422739","Rimmel Match Perfection Foundation Classic Beige","Rimmel","Liquid Foundation","1","30ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","422740","Rimmel Match Perfection Foundation True Nude","Rimmel","Liquid Foundation","1","30ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","422741","Rimmel Match Perfection Foundation Natural Beige","Rimmel","Liquid Foundation","1","30ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","422742","Rimmel Mono Eyeshadow Gold Record","Rimmel","Eye Shadow","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","422746","Rimmel Mono Eyeshadow Q Jump","Rimmel","Eye Shadow","1","3.6g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","422747","Rimmel Mono Eyeshadow Black Fender","Rimmel","Eye Shadow","1","3.6g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","426656","Rimmel Exaggerate Lip Liner Youre All Mine","Rimmel","Lip Liner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","426658","Rimmel Exaggerate Lip Liner Call Me Crazy","Rimmel","Lip Liner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","426659","The Only 1 Lipstick  - You're All Mine","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","RIM","426660","Rimmel The Only 1 Lipstick Best Of The Best","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","426662","Rimmel The Only 1 Lipstick Call Me Crazy","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","426663","Rimmel The Only 1 Lipstick Naughty Nude","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","426664","Rimmel Match Perfection Foundation Bronze","Rimmel","Liquid Foundation","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","441509","Rimmel Scandaleyes Reloaded Mascara Black","Rimmel","Mascara","1","14ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","441510","Rimmel Scandaleyes Reloaded Mascara Extreme Black","Rimmel","Mascara","1","14ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","441512","Rimmel Scandaleyes Micro Liner Black","Rimmel","Eye Liner","1","1.1ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","441514","Rimmel Kate 15 Year Supergel Nail PolishBoho-licious","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","441515","Rimmel Kate 15 Year Supergel Nail PolishRock N Sparkle","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","445238","Rimmel Only 1 Lipstick Mauvement 210","Rimmel","lipstick","1","3G",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","445245","Rimmel Only 1 Lipstick Matte Salute 200","Rimmel","Lipstick","1","3G",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","445246","Rimmel Only 1 Lipstick Matte Take the Stage 500","Rimmel","Lipstick","1","3G",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","445247","Rimmel Only 1 Lipstick Matte High Flyer 610","Rimmel","Lipstick","1","3G",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","445248","Rimmel Only 1 Lipstick Matte Trendsetter 700","Rimmel","Lipstick","1","3G",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","445249","Rimmel Only 1 Lipstick Matte Matte Factor 810","Rimmel","Lipstick","1","3G",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453462","Rimmel Scandaleyes Reloaded Waterproof MascaraBlack","Rimmel","Mascara","1","12ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453465","Rimmel Extra Long Lash Mascara Extreme Black 3","Rimmel","Mascara","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453466","Rimmel Lasting Finish 1000 Kisses Lip LinerPencil Blushing Nude","Rimmel","Lip Liner","1","1.2g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453470","Rimmel Oh My Gloss Lip Oil Tint Clear","Rimmel","Lip Gloss","1","6.5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453471","Rimmel Oh My Gloss Lip Oil Tint Light Pink","Rimmel","Lip Gloss","1","6.5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453472","Rimmel Oh My Gloss Lip Oil Tint Pink","Rimmel","Lip Gloss","1","6.5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453473","Rimmel Oh My Gloss Lip Oil Tint Corral","Rimmel","Lip Gloss","1","6.5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453474","Rimmel Oh My Gloss Lip Oil Tint Red","Rimmel","Lip Gloss","1","6.5ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453475","Rimmel Brow Shake Filling Powder Soft Black 4","Rimmel","Brows","1","2.5g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453478","Rimmel Brow Shake Filling Powder Medium Blonde","Rimmel","Brows","1","2.5g",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453482","Rimmel Supergel Nail Polish Sun Fun Daze 26","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","453483","Rimmel Supergel Nail Polish Flamenco Beach 45","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","453484","Rimmel Supergel Nail Polish Purple Splash 82","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","453485","Rimmel Moisture Renew Lipstick Nude Shock","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","453486","Rimmel Moisture Renew Lipstick Rose Records","Rimmel","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","453487","Rimmel Rita Ora 60 Seconds Nail PolishFit For A Princess 202","Rimmel",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","RIM","453488","Rita Ora 60 Seconds Nail Polish Ora-ngy Vibe404","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","RIM","453489","Rimmel Rita Ora 60 Seconds Nail PolishMy Grey 807","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","453490","Rimmel Rita Ora 60 Seconds Nail PolishHot Metal Love 811","Rimmel","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","SAN","125949","Always Maxi Long Plus 12pk","Always","Towels and Liners","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","204646","Always Maxi Night 10pk","Always","Towels and Liners","10pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","255191","Always Normal Breathable Panty Liners Normal 60pk","Always","Towels and Liners","60pk","Normal",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","273839","Always Dailies Liner Long Plus 44pk","Always","Towels and Liners","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","279855","Always Liner Fresh Wrapped 20pk","Always","Towels and Liners","20pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","287300","Always Ultra Duo Normal Plus/Long 26pk","Always","Towels and Liners","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","287351","Always Ultra Duo Long Plus 22pk","Always","Towels and Liners","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","287353","Always Ultra Duo Normal 30pk","Always","Towels and Liners","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","332924","Always Dailies Pantyliners Normal 32pk","Always","Towels and Liners","32pk","Normal",NA,NA,NA,NA,NA,NA,NA,NA,0.85
