"PSA_1","PSA_2","Article","Web Description","Brand","Type","Pack Qty","Size","Colour","Age","Washable","Power","Assembly","Model Number","Material","Capacity","DQ Score"
"TOI","BAT","440664","Nivea Shower Cream Indulgent Moisture Star Fruit250ml","Nivea","Shower Gels and Creams","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","440665","Nivea Shower Cream Indulging Moisture Rose 250ml","Nivea","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","440666","Nivea Shower Gel Fresh Moisture Sea Minerals 250ml","Nivea","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","451682","Nivea Shower Creme and Oil PearlsScent of Lotus 250ml","Nivea","Shower Gel and Body Wash",NA,"250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","451683","Nivea Shower Creme and Oil Pearls Scent ofYlang Ylang 250ml","Nivea","Shower Gel and Body Wash",NA,"250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","451684","Nivea Shower Creme and Oil Pearls Scent ofCherry Blossom 250ml","Nivea","Shower Gel and Body Wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","BAT","451685","Nivea Shower Silk Mousse Creme Care 200ml","Nivea","Shower Gel and Body Wash",NA,"200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","451686","Nivea Shower Silk Mousse Creme Smooth 200ml","Nivea","Shower Gel and Body Wash",NA,"200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","451687","Nivea Silk Shower Mousse Creme Soft 200ml","Nivea","Shower Gel and Body Wash",NA,"200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","451692","Nivea Shower Cream Indulgent Moisture Cashmere250ml","Nivea","Shower Gel and Body Wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","BAT","451693","Nivea Shower Cream Rich Moisture Soft 250ml","Nivea","Shower Gel and Body Wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","BAT","224603","Original Source Shower Gel 250mlMint and Tea Tree","Original Source","Shower Gel and Body Wash",NA,"250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","238390","Original Source Lemon and Tea Tree Shower 250ml","Original Source","Shower Gel and Body Wash",NA,"250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","325568","Original Source Shower Gel 250mlCoconut and Shea Butter","Original Source","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","436299","Original Source Shower Milk 250mlCherry and Almond Milk","Original Source","Shower Gel and Body Wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","BAT","436300","Oriiginal Source Shower Milk 250mlSweet Apple and Vanilla Milk","Original Source","Shower Gel and Body Wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","BAT","436301","Original Source Shower Milk 250mlGreen Banana and Bamboo Milk","Original Source","Shower Gel and Body Wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","BAT","450554","Original Source Shower Gel Mango 250ml","Original Source","Shower Gel and Body Wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","BAT","189974","Palmolive Naturals Delicate Care Hand Wash 300ml","Palmolive","Hand Wash",NA,"300ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","207712","Palmolive Shower Milk Black Orchid","Palmolive","Shower Gel and Body Wash",NA,"250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","313525","Palmolive Toilet Soap Moisture Care with Olive 4 x90g","Palmolive","Soap","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","412902","Palmolive Aroma So Relaxed Shower Gel 250ml","Palmolive","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","412903","Palmolive Aroma Feel The Massage Shower Gel 250ml","Palmolive","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","412905","Palmolive Aroma Moments Feel Glamorous Shower Gel250ml","Palmolive","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","412909","Palmolive Pearly Shower Gel 250mlSo Vibrant","Palmolive","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","431637","Palmolive Gourmet  Body Butter Shower CremeChocolate Passion 250ml","Palmolive","Shower Gel and Body Wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","BAT","431638","Palmolive Body Butter Shower Cream 250mlVanilla Pleasure","Palmolive","Shower Gel and Body Wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","BAT","431639","Palmolive Body Butter Shower Cream 250mlStrawberry Touch","Palmolive","Shower Gel and Body Wash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","BAT","228464","Radox Feel Good Fragrance Stress Relief Bath Soak500ml","Radox","Bubble Bath, Creams and Oils",NA,"500ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","232256","Radox Feel Active 2in1 Shower Gel 250ml","Radox","Male Shower Gel and Body Wash",NA,"250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","232265","Radox Feel Refreshed 2in1 Shower Gel 250ml","Radox","Shower Gel and Body Wash",NA,"250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","325579","Radox Feel Revived Shower Gel 250ml","Radox","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","325581","Radox Feel Uplifted Shower Gel 250ml","Radox","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","33144","Radox Muscle Soak Herbal Bath Salts with Thyme 400g","Radox","Bubble Bath, Creams and Oils",NA,"400g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","414561","Radox Hand Wash Antibacterial 250ml","Radox","Hand Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","414563","Radox  Antibacterial and Nourish Handwash 250ml","Radox","Hand Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","455121","Radox 12H Scent Touch Body Wash Feel Free 200ml","Radox","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","455122","Radox 12H Scent Touch Body Wash Feel Lively200ml","Radox","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","455123","Radox 12H Scent Touch Body Wash Feel Fresh 200ml","Radox","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","160003","Sanex Dermo Moisturising Shower Gel 500ml","Sanex","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","290506","Sanex Shower Gel Hypo Allergenic Very SensitiveSkin 500ml","Sanex","Shower Gel and Body Wash","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","290507","Sanex Bath Creme for Sensitive Skin 500ml","Sanex","Bubble Bath, Creams and Oils",NA,"500ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","315902","Sanex Zero Shower Gel Sensitive 250ml","Sanex","Shower Gel and Body Wash",NA,"250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","315903","Sanex Zero Shower Gel Dry Skin 250ml","Sanex","Shower Gel and Body Wash",NA,"250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","310012","Shield Soap Aqua 4pk","Sheild","Soap","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"TOI","BAT","325513","Wilko Hand Wash Lilac 500ml","Wilko","Hand Wash",NA,"500ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","325514","Wilko Hand Sanitiser Original 200ml","Wilko","Hand Wash",NA,"200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","416801","Wilko Muscle Soak Bath FoamNatural Essence 750ml","Wilko","Bubble Bath, Creams and Oils","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","416802","Wilko Stress Relief Bath FoamNatural Essence 750ml","Wilko","Bubble Bath, Creams and Oils","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","BAT","416803","Natural Essence Foam Bath Muscle Soak","Wilko","Bubble Bath, Creams and Oils","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"TOI","BAT","416804","Wilko Relaxing Bath SoakChamomile and Green Tea 750ml","Wilko","Bubble Bath, Creams and Oils","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","COL","280737","Collection Cover Up Stick 1 Light 4g","Collection 2000","Concealer","1","4g","Brown",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280738","Collection Cover Up Stick 13 Natural Beige 4g","Collection 2000","Concealer","1","4g","Brown",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280756","Collection Eye Definer 1 Black 0.25g","Collection 2000","Eye Liner","1","2g","Black",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280759","Collection Eye Definer 2 Brown 0.25g","Collection 2000","Eye Liner","1","2g","Brown",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280761","Collection Eye Definition 1 Ebony 6ml","Collection 2000","Eye Liner","1","6ml","Wood",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280764","Collection Eyebrow Definer 1 Black 0.25g","Collection 2000","Brows","1","0.25g","Black",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280765","Collection Eyebrow Definer Blonde 3","Collection 2000","Brows","1","4.2g","Blonde",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280768","Collection Fast Stroke Eyeliner Black 1","Collection 2000","Eye Liner","1","3.8g","Black",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280773","Collection Fast Stroke Eyeliner Brown 6","Collection 2000","Eye Liner","1","3.8g","Brown",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280803","Collection Gel Liner 4 Hustle 6ml","Collection 2000","Nail Polish","1","6ml","Pink",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280804","Collection Gel Liner 5 Le Freak 6ml","Collection 2000","Nail Polish","1","6ml","Pink",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280822","Collection Gel Liner Shake it Up! 11 6ml","Collection 2000","Nail Polish","1","6ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280847","Collection Illuminating Touch ConcealerNaked 1 2.5g","Collection 2000","Concealer","1","2.5g","Brown",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280848","Collection Illuminating Touch ConcealerNatural 2 2.5g","Collection 2000","Concealer","1","2.5g","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280849","Collection Illuminating Touch ConcealerGlow 3 2.5g","Collection 2000","Concealer","1","2.5g","Brown",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280901","Collection Pressed Powder 18 Ivory 17g","Collection 2000","Powder Foundation","1","17g","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280902","Collection Powder 24 Misty Beige 17g","Collection 2000","Powder Foundation","1","17g","Brown",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","280903","Collection Powder 3 Translucent 17g","Collection 2000","Powder Foundation","1","17g","Clear",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","296174","Collection 24hr Felt Liner 1 Black  7.8g","Collection 2000","Eye Liner","1","7.8g","Black",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","296176","Collection 24hr Felt Liner 3 Blue 7.8g","Collection 2000","Eye Liner","1","7.8g","Blue",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","296178","Collection Extreme Mascara 1 Black 9ml","Collection 2000","Mascara","1","9ml","Black",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","298406","Collection Cover Up Stick 14 Honey Beige 4g","Collection 2000","Liquid Foundation",NA,"4g","Brown",NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","302198","Collection Lipgloss 1 Body Pop 5ml","Collection 2000","Lip Gloss","1","5ml","Pink",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","304507","Collection Lipgloss 2 Beat Box 5ml","Collection 2000","Lip Gloss",NA,"5ml","Red",NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","337376","Collection Nail Polish 3 Vixen Red 12ml","Collection 2000","Nail Polish",NA,"12ml","Red",NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","337378","Collection Nail Polish 5 Coral Reef 12ml","Collection 2000","Nail Polish","1","12ml","Orange",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","337380","Collection Nail Polish 7 Rasberry 12ml","Collection 2000","Nail Polish","1","12ml","Red",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","337382","Collection Nail Polish 9 Chiffon Haze 12ml","Collection 2000","Nail Polish","1","12ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","337383","Collection Nail Polish 10 Almost Nude 12ml","Collection 2000","Nail Polish","1","12ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","337388","Collection Pencil 1 Vanilla Sky 3.5G","Collection 2000","Eye Shadow","1","3.5g","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","337390","Collection Pencil 3 Vintage Blush 3.5G","Collection 2000","Eye Shadow","1","3.5g","Pink",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347334","Collection Mascara 17 Ultra Black 8ml","Collection 2000","Mascara","1","8ml","Black",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347342","Collection Mascara 17 Ultra Black Waterproof 8ml","Collection 2000","Mascara","1","8ml","Black",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347347","Collection Foundation Porcelain 30ml","Collection 2000","Liquid Foundation","1","30ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347353","Collection Foundation 2 Ivory 30ml","Collection 2000","Liquid Foundation","1","30ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347354","Collection  Foundation Cool Beige 30ml","Collection 2000","Liquid Foundation","1","30ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347355","Collection  Foundation Warm Beige 30ml","Collection 2000","Liquid Foundation","1","30ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347360","Collection Concealer 1 Fair 6.5g","Collection 2000","Concealer","1","6.5g","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347361","Collection Concealer 2 Cool Med 6.5g","Collection 2000","Concealer","1","6.5g","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347445","Collection Concealer 3 Warm Medium 6.5g","Collection 2000","Concealer","1","6.5","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347446","Collection  Powders 1 Fair 9g","Collection 2000","Powder Foundation","1","9g","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347447","Collection Powders 2 Medium 9g","Collection 2000","Powder Foundation","1","15g","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347448","Collection Bronze Glow 1 Sunkissed 19g","Collection 2000","Bronzer","1","19g","Metal",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347450","Collection Glow- Shimmering 2 Medium 15g","Collection 2000","Bronzer","1","15g","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347451","Collection Glow Matt 1 Terracotta 15g","Collection 2000","Bronzer","1","15g","Metal",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","347453","Collection Bronze Glow Mosaic 2 15g","Collection 2000","Bronzer","1","15g","Metal",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","352152","Collection 2000 Embossed Blush Shocking","Collection 2000","Blusher","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78125
"TOI","COL","352153","Collection Blush Bashful","Collection 2000","Blusher","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","352154","Collection 2000 Embossed Blush Cheeky","Collection 2000","Blusher","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78125
"TOI","COL","352155","Collection Blush Trouble","Collection 2000","Blusher","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","352156","Collection Eyebrow Kit Blonde","Collection 2000","Brows","1","1g","Multi",NA,NA,NA,NA,NA,NA,NA,0.76875
"TOI","COL","352157","Collection 24hr Felt  Liner 5 Brown 7.8g","Collection 2000","Eye Liner","1","7.8g","Brown",NA,NA,NA,NA,NA,NA,NA,0.76875
"TOI","COL","352158","Collection Colour Lash Mascara 1 Clear 8ml","Collection 2000","Mascara","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","352159","Collection Colour Lash Mascara 2 Black 8ml","Collection 2000","Mascara","1","8ml","Black",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","352160","Collection Colour Lash Mascara Brown 3","Collection 2000","Mascara","1","8ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","352161","Collection Colour Lash Mascara 4 Blue 8ml","Collection 2000","Mascara","1","8ml","Blue",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","400649","Collection Concealer 4 Dark 6.5g","Collection 2000","Concealer","1","6.5g","Cream",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","400657","Collection Nail Polish 11 Stormy Grey 12ml","Collection 2000","Nail Polish","1","12ml","Grey",NA,NA,NA,NA,NA,NA,NA,0.81875
"TOI","COL","409065","Collection Lengthening Mascara 17 Ultra Black","Collection 2000","Mascara","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","409066","CollectionLengthening Mascara 17 UltraBlack Waterproof","Collection 2000","Mascara","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","417267","Collection Naturally Matt Foundation Porcelain 1","Collection 2000","Liquid Foundation","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","417268","Collection Naturally Matt Foundation Ivory 2","Collection 2000","Liquid Foundation","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","417269","Collection Naturally Matt Foundation Cool Beige 3","Collection 2000","Liquid Foundation","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","417270","Collection Naturally Matt Foundation Warm Beige 4","Collection 2000","Liquid Foundation","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","417271","Collection Naturally Matt Foundation Honey 5","Collection 2000","Liquid Foundation","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","417273","Collection Eyes Uncovered Eye Shadow Palettes Nude","Collection 2000","Eye Shadow","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","417275","Collection Eyes Uncovered Eye Palettes 6g","Collection 2000","Eye Shadow","1",NA,"Grey",NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","417288","Collection 2in1 Long and Strong Treatment Clear 1","Collection 2000","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","417289","Collection French Manicure French White 1","Collection 2000","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","417290","Collection French Manicure French Pink 2","Collection 2000","Nail Polish","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","417291","Collection French Manicure French Beige 3","Collection 2000","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","417292","Collection Nail Polish Remover","Collection 2000","Nail Polish Remover","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422386","Collection Speedy Blush Sticks Tickled Pink","Collection 2000","Blusher","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422387","Collection Speedy Blush Sticks Cheeky","Collection 2000","Blusher","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422388","Collection Speedy Blush Sticks Pinch Me","Collection 2000","Blusher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6875
"TOI","COL","422389","Collection Eyebrow Kit Brunette","Collection 2000","Brows","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422390","Collection Gorgeous Glow Blush Block","Collection 2000","Bronzer","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422391","Collection Gorgeous Glow Bronzing Block","Collection 2000","Bronzer","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422400","Collection Lasting Colour Lipstick Mango Crush","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422402","Collection Lasting Colour Lipstick Pink Fusion","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422403","Collection Lasting Colour Lipstick Cupcake Pink","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422404","Collection Lasting Colour Lipstick Delicious Candy","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422405","Collection Lasting Colour Lipstick Mulberry Burst","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422406","Collection Lasting Colour Lipstick China Rose","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422407","Collection Lasting Colour Lipstick Fig Delight","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422408","Collection Lasting Colour Lipstick Amethyst Shine","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422409","Collection Lasting Colour Lipstick Poppy Glam","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422410","Collection Lasting Colour Lipstick Aubergine Kiss","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422411","Collection Lasting Colour Lipstick Blackberry Fool","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422412","Collection Lasting Colour Matt LipstickTaffeta Bloom","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422415","Collection Lasting Colour Matt Lipstick Pink Diva","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422416","Collection Lasting Colour Matt Lipstick Red Carpet","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422417","Collection Lasting Colour Matt Lipstick PlumSensation","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","422419","Collection Lasting Colour Lipstick Café au lait","Collection 2000","Lipstick","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","425912","Collection Speedy Highlighter Pearl Sheen","Collection 2000","Highlighter","3","8.6cm",NA,NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","425917","Collection Illuminating Touch FoundationWarm Beige","Collection 2000","Liquid Foundation","1","12.2cm",NA,NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","425918","Collection Illuminating Touch Foundation Honey","Collection 2000","Liquid Foundation","1","12.2cm",NA,NA,NA,NA,NA,NA,NA,NA,0.775
"TOI","COL","425919","Collection Illuminating Touch Foundation Golden","Collection 2000","Liquid Foundation","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
"TOI","COL","436091","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436092","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436094","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436096","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436097","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436098","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436099","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436100","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436101","Collection 7 Day Wear Nail Polish 8ml","Collection 2000",NA,"1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","COL","436102","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436104","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436105","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436107","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436108","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436109","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","COL","436110","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","Nail Polish","1","8ml",NA,NA,NA,NA,NA,NA,NA,NA,0.88
