"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Age","DQ Score"
"TOI","MEN","85443","Lynx Africa Body Spray 150ml","Lynx","14.3CM","5.1CM","5.1CM","Mens Bodysprays","150ml",NA,"1",NA,1
"TOI","MEN","269494","Mitchum Ice Fresh Roll On Anti-Perspirant 50ml","Mitchum","10.2CM","4.8CM","4.8CM","Mens Deodorant","50ml",NA,"1",NA,1
"TOI","MEN","217845","Nivea Men Cool Kick 48h Anti-Perspirant 150ml","Nivea","16.5CM","4.4CM","4.4CM","Mens Deodorant","150ml",NA,"1",NA,1
"TOI","MEN","222449","Nivea Men Rehydrating Moisturiser 75ml","Nivea","13.0CM","5.4CM","4.2CM","Mens Moisturisers","75ml",NA,"1",NA,1
"TOI","MEN","320723","Nivea For Men Cool Kick Roll OnAnti-Perspirant 50ml","Nivea","11.0CM","4.0CM","4.0CM","Mens Deodorant","50ml",NA,"1",NA,1
"TOI","MEN","320725","Nivea Invisible Anti-Prespirant Deodorant Roll OnAnti-Prespirant 50ml","Nivea","11.0CM","4.0CM","4.0CM","Mens Deodorant","50ml",NA,"1",NA,1
"TOI","MEN","331089","Nivea For Men Post Shave BalmOriginal Replenishing 100ml","Nivea","11.3CM","7.4CM","4.0CM","Mens Moisturisers","100ml",NA,"1",NA,1
"TOI","MEN","331090","Nivea For Men Facewash Deep Clean 100ml","Nivea","12.7CM","7.5CM","4.5CM","Mens Face Wash","100ml",NA,"1",NA,1
"TOI","MEN","346541","Nivea For Men Spray Coolkick Anti-Perspirant 250ml","Nivea","21.3CM","4.8CM","4.8CM","Mens Deodorant","250ml",NA,"1",NA,1
"TOI","MEN","430666","Nivea Men Protect and Care Anti-Persirant 150ml","Nivea","16.7CM","4.5CM","4.5CM","Mens Deodorant","150ml",NA,"1",NA,1
"TOI","MEN","430670","Nivea Men Protect and Care Anti-Persirant 250ml","Nivea","20.7CM","5.0CM","5.0CM","Mens Deodorant","250ml",NA,"1",NA,1
"TOI","MEN","449649","Nivea Men Creme 75ml","Nivea","2.0CM","8.2CM","8.2CM","Moisturisers","75ml",NA,"1",NA,1
"TOI","MEN","453460","Nivea Men Sens Stubble Moisturiser 50ml","Nivea","9.6CM","5.2CM","5.2CM","Mens Moisturisers","50ml",NA,"1",NA,1
"TOI","MEN","141577","Old Spice Original After Shave 150ml","Old Spice","14.0CM","5.7CM","5.7CM","Aftershave","150ml",NA,"1",NA,1
"TOI","MEN","213316","Old Spice Classic Deodorant Stick Original 50ml","Old Spice","9.5CM","6.5CM","3.1CM","Mens Deodorant","50ml",NA,"1",NA,1
"TOI","MEN","431268","Old Spice Wolfthron Body Spray 150ml","Old Spice","4.5CM","4.5CM",".6CM","Mens Deodorant","150ml",NA,"1",NA,1
"TOI","MEN","450566","Old Spice Anti Perspirant and Deodrant OdourBlocker Stick 50ml","Old Spice","11.6CM","6.5CM","3.2CM","Mens Deodorant","50ml",NA,"1",NA,1
"TOI","MEN","76712","Old Spice Original Deodorant 150ml","Old Spice","15.7CM","4.9CM","4.9CM","Mens Deodorant","150ml",NA,"1",NA,1
"TOI","MEN","290454","Radox Men Feel Heroic 2in1 Shower Gel 250ml","Radox","18.5CM","7.3CM","3.7CM","Male Shower Gel and Body Wash","250ml",NA,"1",NA,1
"TOI","MEN","214459","Right Guard Total Defence 5 Fresh Anti-Perspirant48H 250ml","Right Guard","23.0CM","4.8CM","4.8CM","Mens Deodorant","250ml",NA,"1",NA,1
"TOI","MEN","214461","Right Guard Total Defence 5 Clean Anti-Perspirant48H 250ml","Right Guard","23.0CM","4.8CM","4.8CM","Mens Deodorant","250ml",NA,"1",NA,1
"TOI","MEN","237007","Right Guard Total Defence 5 Sport48H Anti-Perspirant 250ml","Right Guard","23.0CM","4.8CM","4.8CM","Mens Deodorant","250ml",NA,"1",NA,1
"TOI","MEN","237008","Right Guard Total Defence 5 Cool48H Anti-Perspirant 250ml","Right Guard","23.0CM","4.8CM","4.8CM","Mens Deodorant","250ml",NA,"1",NA,1
"TOI","MEN","333176","Right Guard Xtreme Body And Hair Shower GelCool 250ml","Right Guard","19.8CM","6.2CM","3.5CM","Male Shower Gel and Body Wash","250ml",NA,"1",NA,1
"TOI","MEN","333177","Right Guard Xtreme Body And Hair Shower GelEnergy 250ml","Right Guard","19.8CM","6.2CM","3.5CM","Male Shower Gel and Body Wash","250ml",NA,"1",NA,1
"TOI","MEN","333212","Right Guard Xtreme Body And Hair Shower GelFresh 250ml","Right Guard","19.8CM","6.2CM","3.5CM","Male Shower Gel and Body Wash","250ml",NA,"1",NA,1
"TOI","MEN","231947","Sanex Men Dermo Active Control Anti Perspirant150ml","Sanex","17.7CM","4.5CM","4.5CM","Mens Deodorant","150ml",NA,"1",NA,1
"TOI","MEN","302191","Sanex Roll On Active 50ml","Sanex","10.2CM","4.5CM","4.5CM","Mens Deodorant","50ml",NA,"1",NA,1
"TOI","MEN","189004","Sure For Men Active Anti-Perspirant 250ml","Sure","21.4CM","4.9CM","4.9CM","Mens Deodorant","250ml",NA,"1",NA,1
"TOI","MEN","200157","Sure Men Sensitive Roll On Anti-Perspirant50ml","Sure","11.2CM","4.7CM","4.4CM","Mens Deodorant","50ml",NA,"1",NA,1
"TOI","MEN","200256","Sure Men Sensitive Stick Anti-Perspirant50ml","Sure","12.0CM","6.9CM","2.8CM","Mens Deodorant","50ml",NA,"1",NA,1
"TOI","MEN","221404","Sure For Men Quantum Anti-Perspirant 250ml","Sure","21.4CM","4.9CM","4.9CM","Mens Deodorant","250ml",NA,"1",NA,1
"TOI","MEN","221406","Sure For Men Invisible Ice Anti-Perspirant 250ml","Sure","21.4CM","4.9CM","4.9CM","Mens Deodorant","250ml",NA,"1",NA,1
"TOI","MEN","342925","Wilko Mens Cool Defence Anti-Perspirant 200ml","Wilko","18.2CM","4.8CM","4.8CM","Mens Deodorant","200ml",NA,"1",NA,1
"TOI","MEN","342926","Wilko Mens Intense fusion Anti-Perspirant 200ml","Wilko","18.2CM","4.8CM","4.8CM","Mens Deodorant","200ml",NA,"1",NA,1
"TOI","MEN","345028","Wilko Mens Deodorant Fresh Impact 150ml","Wilko","14.2CM","5.1CM","5.1CM","Mens Bodysprays","150ml",NA,"1",NA,1
"TOI","MEN","345030","Wilko Mens Deodorant Fusion 150ml","Wilko","14.2CM","5.1CM","5.1CM","Mens Bodysprays","150ml",NA,"1",NA,1
"TOI","MEN","346654","Wilko Mens Roll On Cool Defence 50ml","Wilko","10.4CM","4.7CM","4.7CM","Mens Deodorant","50ml",NA,"1",NA,1
"TOI","MEN","346658","Wilko Mens Face Wash 150ml","Wilko","14.9CM","8.1CM","4.9CM","Mens Face Wash","150ml",NA,"1",NA,1
"TOI","MEN","346659","Wilko Mens Moisturiser 100ml","Wilko","14.0CM","6.0CM","4.8CM","Mens Moisturisers","100ml",NA,"1",NA,1
"TOI","PER","445556","Georgio Armani Code EDP Femme 30ml","Armani","14.0CM","8.5CM","8.6CM","Perfume","30ml",NA,"1",NA,1
"TOI","PER","445557","Georgio Armani Code Pour Homme Eau de Toilette50ml","Armani","12.5CM","5.1CM","3.5CM","Aftershave","50ml",NA,"1",NA,1
"TOI","PER","406499","Beckham Intimately Him 75ml EDT","Beckham","8.5CM","8.5CM","8.5CM","Aftershave","75ml",NA,"1",NA,1
"TOI","PER","425199","Beyonce Heat Eau De Parfum 100ml","Beyonce","14.2CM","8.5CM","8.6CM","Perfume","100ml",NA,"1",NA,1
"TOI","PER","425200","Beyonce Midnight Heat Eau De Parfum 100ml","Beyonce","14.0CM","8.5CM","8.6CM","Perfume","100ml",NA,"1",NA,1
"TOI","PER","442606","Christina Aguilera Eau de Parfum 30ml","Christina Aguilera","15.5CM","3.5CM","5.7CM","Perfume","30ml",NA,"1",NA,1
"TOI","PER","442608","Davidoff Cool Water Eau de Toilette Spray 125ml","Davidoff","16.4CM","6.8CM","4.3CM","Aftershave","125ml",NA,"1",NA,1
"TOI","PER","442609","Davidoff Hotwater Men Eau de Toilette 60ml","Davidoff","15.6CM","5.6CM","3.8CM","Aftershave","60ml",NA,"1",NA,1
"TOI","PER","425207","DKNY Eau de Toilette Female 30ml","DKNY","13.4CM","4.1CM","3.0CM","Perfume","30ml",NA,"1",NA,1
"TOI","PER","425241","DKNY Eau de Toilette Male 30ml","DKNY","13.4CM","4.1CM","3.0CM","Aftershave","30ml",NA,"1",NA,1
"TOI","PER","442611","DKNY MYNY Eau de Parfum 30ml","DKNY","6.5CM","6.0CM","6.5CM","Perfume","30ml",NA,"1",NA,1
"TOI","PER","223508","Elizabeth Arden Sunflowers Eau de Toilette 100ml","Elizabeth Arden","18.0CM","6.4CM","2.8CM","Perfume","100ml",NA,"1",NA,1
"TOI","PER","445554","FCUK Her Eau de Toilette 100ml","FCUK","8.1CM","3.8CM","8.1CM","Perfume","100ml",NA,"1",NA,1
"TOI","PER","445558","Issey Miyake For Him Eau de Toilette 75ml","Issey Miyake","12.6CM","6.6CM","4.6CM","Aftershave","75ml",NA,"1",NA,1
"TOI","PER","425928","Joop Homme Splash 75ml","Joop","12.6CM","6.6CM","4.6CM","Aftershave","75ml",NA,"1",NA,1
"TOI","PER","442612","Police For Men Eau de Toilette 100ml","Police","15.5CM","8.5CM","4.5CM","Aftershave","100ml",NA,"1",NA,1
"TOI","PER","449711","Samantha Faiers La Bella Eau de Parfum 100ml","Samantha Faiers","5.7CM","7.0CM","6.9CM","Perfume","100ml",NA,"1",NA,1
"TOI","PER","425216","Vera Wang Princess Eau de Toilette 30ml","Vera Wang","9.0CM","7.6CM","3.7CM","Perfume","30ml",NA,"1",NA,1
"TOI","RIM","267700","Rimmel Extra Super Lash Mascara Black","Rimmel","12.0CM","1.6CM","1.6CM","Mascara","8ml","Black","1",NA,1
"TOI","RIM","268405","Rimmel Extra Super Lash Mascara Brown Black","Rimmel","12.0CM","1.6CM","1.6CM","Mascara","8ml","Brown","1",NA,1
"TOI","RIM","268426","Rimmel 100% Waterproof Mascara Black","Rimmel","11.9CM","1.5CM","1.5CM","Mascara","8ml","Black","1",NA,1
"TOI","RIM","269130","Rimmel 100 Percent Waterproof Mascara Brown","Rimmel","11.9CM","1.5CM","1.5CM","Mascara","8ml","Brown","1",NA,1
"TOI","RIM","270421","Rimmel 1000 Kisses LipLiner Capuccino","Rimmel",".7CM",".7CM","12.8CM","Lip Liner","1.2g","Brown","1",NA,1
"TOI","RIM","270488","Rimmel Professional Eyebrow Pencil Dark Brown","Rimmel","12.8CM","1.2CM",".9CM","Brows","1.4g","Brown","1",NA,1
"TOI","RIM","270490","Rimmel Professional Eyebrow Pencil Black/Brown","Rimmel","12.8CM","1.2CM",".9CM","Brows","1.4g","Black","1",NA,1
"TOI","RIM","270493","Rimmel Soft Kohl Eye Pencil Sable Brown","Rimmel","12.8CM",".8CM",".8CM","Eye Liner","1.2g","Brown","1",NA,1
"TOI","RIM","270495","Rimmel Soft Kohl Eye Pencil Jungle Green","Rimmel","12.8CM",".8CM",".8CM","Eye Liner","1.2g","Green","1",NA,1
"TOI","RIM","270496","Rimmel Soft Kohl Eye Pencil Jet Black","Rimmel","12.8CM",".8CM",".8CM","Eye Liner","1.2g","Black","1",NA,1
"TOI","RIM","270497","Rimmel Soft Kohl Eye Pencil Stormy Grey","Rimmel","12.8CM",".8CM",".8CM","Eye Liner","1.2g","Grey","1",NA,1
"TOI","RIM","280948","Rimmel Exaggerate Eye Definer Noir Waterproof","Rimmel","13.7CM",".9CM",".9CM","Eye Liner",".28g","Black","1",NA,1
"TOI","RIM","280965","Rimmel Clear Complex Powder Transparent","Rimmel","1.7CM","7.6CM","7.6CM","Powder Foundation","16g","Clear","1",NA,1
"TOI","RIM","280967","Rimmel Natural Bronzer Sun Bronze","Rimmel","1.7CM","7.6CM","7.6CM","Bronzer","14g","Brown","1",NA,1
"TOI","RIM","280969","Rimmel Natural Bronzer Sun Glow","Rimmel","1.7CM","7.6CM","7.6CM","Bronzer","14g","Brown","1",NA,1
"TOI","RIM","284315","Rimmel Stay Matte Powder Peach Glow","Rimmel","7.6CM","1.6CM","7.6CM","Powder Foundation","14g","Brown","1",NA,1
"TOI","RIM","284318","Rimmel Stay Matte Powder Silky Beige","Rimmel","7.6CM","1.6CM","7.6CM","Powder Foundation","14g","Brown","1",NA,1
"TOI","RIM","284416","Rimmel Volume Flash x10 Mascara Black","Rimmel","12.0CM","1.9CM","1.9CM","Mascara","8ml","Black","1",NA,1
"TOI","RIM","291098","Rimmel Match Perfect Concealer Classic Beige","Rimmel","12.6CM","1.6CM","1.6CM","Concealer","15ml","Brown","1",NA,1
"TOI","RIM","291099","Rimmel Match Perfect Concealer Soft Beige","Rimmel","12.6CM","1.6CM","1.6CM","Concealer","15ml","Cream","1",NA,1
"TOI","RIM","291100","Rimmel Match Perfect Concealer Ivory","Rimmel","12.6CM","1.6CM","1.6CM","Concealer","15ml","Cream","1",NA,1
"TOI","RIM","295117","Rimmel Lasting Finish Lipstick Drop of Sherry","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Red","1",NA,1
"TOI","RIM","295118","Rimmel Lasting Finish Lipstick Heather Shim","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Purple","1",NA,1
"TOI","RIM","295120","Rimmel Lasting Finish Lipstick Asia","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Brown","1",NA,1
"TOI","RIM","295121","Rimmel Lasting Finish Lipstick Amethyst","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Purple","1",NA,1
"TOI","RIM","295127","Rimmel Lasting Finish Lipstick Sugar Plum","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Purple","1",NA,1
"TOI","RIM","295129","Rimmel Lasting Finish Lipstick Nude Pink","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Pink","1",NA,1
"TOI","RIM","295130","Rimmel Lasting Finish Lipstick Coral in Gold","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Orange","1",NA,1
"TOI","RIM","295131","Rimmel Lasting Finish Lipstick Birthday Suit","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Cream","1",NA,1
"TOI","RIM","295132","Rimmel Lasting Finish Lipstick Coffee","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Brown","1",NA,1
"TOI","RIM","301339","Rimmel Lasting Finish Foundation Soft Beige","Rimmel","12.7CM","3.2CM","3.2CM","Liquid Foundation","30ml","Cream","1",NA,1
"TOI","RIM","312583","Rimmel Kate Lasting Finish Lipstick 001","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Red","1",NA,1
"TOI","RIM","312584","Rimmel Kate Lasting Finish Lipstick 005","Rimmel","7.7CM","2.1CM","2.1CM","Lipstick","4g","Pink","1",NA,1
"TOI","RIM","318720","Rimmel Wake me up Foundation Ivory","Rimmel","12.6CM","3.0CM","3.0CM","Liquid Foundation","30ml","Cream","1",NA,1
"TOI","RIM","318721","Rimmel Wake Me Up Foundation True Ivory","Rimmel","12.6CM","3.0CM","3.0CM","Liquid Foundation","30ml","Brown","1",NA,1
"TOI","RIM","318722","Rimmel Wake me up Foundation Soft Beige","Rimmel","12.6CM","3.0CM","3.0CM","Liquid Foundation","30ml","Cream","1",NA,1
"TOI","RIM","325936","Rimmel Precious Stones Nail Polish Diamond Dust","Rimmel","6.9CM","2.7CM","2.7CM","Nail Polish","8ml","Silver","1",NA,1
"TOI","RIM","325944","Rimmel Mono Blush Live Pink","Rimmel","4.4CM","1.1CM","4.4CM","Blusher","5g","Pink","1",NA,1
"TOI","RIM","325946","Rimmel Mono Blush Pink Rose","Rimmel","4.4CM","1.1CM","4.4CM","Blusher","5g","Pink","1",NA,1
"TOI","RIM","332756","Rimmel Scandal Eyes Eyeshadow Black Mail","Rimmel","1.3CM","1.3CM","11.6CM","Eye Shadow","3.25g","Black","1",NA,1
"TOI","RIM","332759","Rimmel Scandal Eyes Eyeshadow Bad Bronze","Rimmel","1.3CM","1.3CM","11.6CM","Eye Shadow","3.25g","Metal","1",NA,1
"TOI","RIM","332782","Rimmel Exaggerate Liquid Liner Black Waterproof","Rimmel","10.0CM","1.5CM","1.5CM","Eye Liner","12ml","Black","1",NA,1
"TOI","RIM","333668","Rimmel Endless Accelerator Mascara Black","Rimmel","13.5CM","2.0CM","2.0CM","Mascara","12ml","Black","1",NA,1
"TOI","RIM","334876","Rimmel Ultra Shine Top Coat","Rimmel","6.6CM","3.0CM","3.0CM","Nail Polish","12ml","Clear","1",NA,1
"TOI","RIM","340164","Rimmel Stay Matte Found True Ivory","Rimmel","11.6CM","3.9CM","2.6CM","Liquid Foundation",NA,NA,NA,NA,1
"TOI","RIM","340235","Rimmel Stay Matte Foundation Soft Beige","Rimmel","11.6CM","3.9CM","2.6CM","Liquid Foundation",NA,NA,NA,NA,1
"TOI","RIM","340237","Rimmel Stay Matte Found Ivory","Rimmel","11.6CM","3.9CM","2.6CM","Liquid Foundation",NA,NA,NA,NA,1
"TOI","RIM","340238","Rimmel Stay Matte Foundation Classic Beige","Rimmel","11.6CM","3.9CM","2.6CM","Liquid Foundation",NA,NA,NA,NA,1
"TOI","RIM","346624","Rimmel Stay Matte Found Light Porcelain","Rimmel","11.6CM","3.9CM","2.6CM","Liquid Foundation",NA,NA,NA,NA,1
"TOI","RIM","400614","Rimmel Wonder'Full Mascara","Rimmel","13.5CM","2.3CM","2.3CM","Mascara","11ml","Black","1",NA,1
"TOI","RIM","432702","Rimmel Super Gel Nail Polish Top Coat","Rimmel","7.3CM","3.0CM","3.0CM","Nail Polish","12ml","Clear","1",NA,1
"TOI","RIM","432703","Rimmel Super Gel Nail Polish Grape Sorbet","Rimmel","7.3CM","3.0CM","3.0CM","Nail Polish","12ml","Pink","1",NA,1
"TOI","RIM","432704","Rimmel Super Gel Nail Polish Urban Purple","Rimmel","7.3CM","3.0CM","3.0CM","Nail Polish","12ml","Purple","1",NA,1
"TOI","RIM","432706","Rimmel Super Gel Nail Polish Darling Dahlia","Rimmel","7.3CM","3.0CM","3.0CM","Nail Polish","12ml","Pink","1",NA,1
"TOI","RIM","432708","Rimmel Super Gel Nail Polish Red Ginger","Rimmel","7.3CM","3.0CM","3.0CM","Nail Polish","12ml","Red","1",NA,1
"TOI","RIM","432710","Rimmel Super Gel Nail Polish Cocktail Passion","Rimmel","7.3CM","3.0CM","3.0CM","Nail Polish","12ml","Orange","1",NA,1
"TOI","RIM","432711","Rimmel Super Gel Nail Polish New Romantic","Rimmel","7.3CM","3.0CM","3.0CM","Nail Polish","12ml","Pink","1",NA,1
"TOI","RIM","432712","Rimmel Super Gel Nail Polish Perfect Posy","Rimmel","7.3CM","3.0CM","3.0CM","Nail Polish","12ml","Pink","1",NA,1
"TOI","RIM","432713","Rimmel Super Gel Nail Polish Punk Rock","Rimmel","7.3CM","3.0CM","3.0CM","Nail Polish","12ml","Purple","1",NA,1
"TOI","RIM","432714","Rimmel Super Gel Nail Polish Venus","Rimmel","7.3CM","3.0CM","3.0CM","Nail Polish","12ml","Green","1",NA,1
"TOI","RIM","432721","Rimmel Instaflawless Light","Rimmel","10.9CM","3.0CM","4.6CM","Priming and Setting",NA,NA,NA,NA,1
"TOI","RIM","432722","Rimmel Kate Sculpting Kit 002","Rimmel","1.3CM","5.3CM","10.0CM","Contouring",NA,NA,NA,NA,1
"TOI","RIM","432723","Rimmel Volume Colourist Mascara Black","Rimmel","13.5CM","2.3CM","2.3CM","Mascara","11ml","Black","1",NA,1
"TOI","RIM","432724","Rimmel Volume Colourist Mascara Extreme Black","Rimmel","13.5CM","2.3CM","2.3CM","Mascara","11ml","Black","1",NA,1
"TOI","RIM","432726","Rimmel Supercurler Mascara Extreme Black","Rimmel","12.7CM","2.4CM","2.4CM","Mascara","12ml","Black","1",NA,1
"TOI","RIM","432728","Rimmel Calligraphy Pen Liner Black","Rimmel","13.6CM","1.0CM","1.0CM","Eye Liner","1ml","Black","1",NA,1
"TOI","RIM","432729","Rimmel Calligraphy Pen Liner Blue","Rimmel","13.6CM","1.0CM","1.0CM","Eye Liner","1ml","Blue","1",NA,1
"TOI","RIM","453463","Rimmel BB Cream 9in1 Skin Perfecting SPF15 Light30ml","Rimmel","11.9CM","2.5CM","3.8CM","BB Cream",NA,NA,NA,NA,1
"TOI","RIM","453464","Rimmel BB Cream 9in1 Skin Perfecting SPF15 Medium30ml","Rimmel","11.9CM","2.5CM","3.8CM","BB Cream",NA,NA,NA,NA,1
"TOI","RIM","453469","Rimmel Volume Shake Mascara","Rimmel","12.7CM","2.5CM","2.5CM",NA,NA,NA,NA,NA,1
"TOI","RIM","453476","Rimmel Brow Shake Filling Powder Dark Brown","Rimmel","10.0CM","1.6CM","1.6CM",NA,NA,NA,NA,NA,1
"TOI","RIM","453477","Rimmel Brow Shake Filling Powder Medium Brown","Rimmel","10.0CM","1.6CM","1.6CM",NA,NA,NA,NA,NA,1
"TOI","RIM","453479","Rimmel Insta Fix and Go Setting Spray","Rimmel","15.2CM","3.7CM","3.7CM","Fixing Spray",NA,NA,NA,NA,1
"TOI","RIM","453480","Rimmel Insta Conceal and Contour Pallette Light","Rimmel","1.1CM","5.1CM","9.2CM","Concealer",NA,NA,NA,NA,1
"TOI","RIM","453481","Rimmel Insta Conceal and Contour Pallette Medium","Rimmel","1.1CM","5.1CM","9.2CM","Concealer",NA,NA,NA,NA,1
"TOI","SAN","332790","Li-lets Tampons Super 16pk","li-Lets","5.5CM","11.7CM","3.1CM","Tampons","Super",NA,"16pk",NA,1
"TOI","SAN","263698","Tampax Super Plus 20pk","Tampax","12.4CM","13.2CM","5.4CM","Tampons","Super Plus",NA,"20pk",NA,1
"TOI","SAN","263700","Tampax Regular 20pk","Tampax","11.0CM","13.4CM","5.0CM","Tampons","Regular",NA,"20pk",NA,1
"TOI","SHC","429120","Alberto Balsam Shampoo Juicy Green Apple350ml","Alberto Balsam","21.4CM","6.5CM","4.4CM","Shampoo","350ml",NA,"1",NA,1
"TOI","SHC","429121","Alberto Balsam Shampoo SunkissedRaspberry 350ml","Alberto Balsam","21.4CM","6.5CM","4.4CM","Shampoo","350ml",NA,"1",NA,1
"TOI","SHC","429122","Alberto Balsam Shampoo Tea Tree Tingle 350ml","Alberto Balsam","21.4CM","6.5CM","4.4CM","Shampoo","350ml",NA,"1",NA,1
"TOI","SHC","429124","Alberto Balsam Tea Tree Tingle Conditioner 350ml","Alberto Balsam","21.4CM","6.5CM","4.4CM","Conditioner","350ml",NA,"1",NA,1
"TOI","SHC","429125","Alberto Balsam Shampoo Coconut and Lychee  350ml","Alberto Balsam","21.4CM","6.5CM","4.4CM","Shampoo","350ml",NA,"1",NA,1
"TOI","SHC","429127","Alberto Balsam Conditioner Coconut 350ml","Alberto Balsam","21.4CM","6.5CM","4.4CM","Conditioner","350ml",NA,"1",NA,1
"TOI","SHC","186569","Aussie 3 Minute Miracle Reconstructor for DamagedHair 250ml","Aussie","16.4CM","5.2CM","5.2CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","193827","Aussie Conditioner Miracle Moist for Dry DamagedHair 250ml","Aussie","17.0CM","5.2CM","5.2CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","261939","Aussie Colour Mate Shampoo 300ml","Aussie","18.4CM","5.4CM","5.4CM","Shampoo","300ml",NA,"1",NA,1
"TOI","SHC","261940","Aussie Colour Mate Conditioner 250ml","Aussie","17.0CM","5.2CM","5.2CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","278444","Aussie Conditioner Mircale Shine For Dull TiredHair 250ml","Aussie","17.0CM","5.2CM","5.2CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","307795","Aussie Mega Shampoo 300ml","Aussie","18.4CM","5.4CM","5.4CM","Shampoo","300ml",NA,"1",NA,1
"TOI","SHC","351653","Aussie Miracle Dry Shampoo Colour Mate forColoured Hair 180ml","Aussie","21.8CM","4.5CM","4.5CM","Shampoo","180ml",NA,"1",NA,1
"TOI","SHC","452986","Aussie 3 Minute Miracle Shine Deep Treatment 250ml","Aussie","16.4CM","5.5CM","5.5CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","320722","Batiste Dry Shampoo Big and Bouncy XXL Volume 200ml","Batiste","21.6CM","4.5CM","4.5CM","Dry Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","320808","Batiste Dry Shampoo Original 200ml","Batiste","21.6CM","4.5CM","4.5CM","Dry Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","320809","Batiste Dry Shampoo Coconut and Exotic Tropical 200ml","Batiste","21.6CM","4.5CM","4.5CM","Dry Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","334581","Batiste Dry Shampoo Fruity and Cheeky Cherry 200ml","Batiste","21.6CM","4.5CM","4.5CM","Dry Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","334583","Batiste Dry Shampoo Blush 400ml","Batiste","27.2CM","5.3CM","5.3CM","Dry Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","100613","Bristows Hairspray Ultra Hold 300ml","Bristows","23.6CM","5.2CM","5.2CM","Hairspray","300ml","Multi","1",NA,1
"TOI","SHC","68049","Bristows Conditioning Hold Hairspray 300ml","Bristows","23.6CM","5.2CM","5.2CM","Hairspray","300ml","Multi","1",NA,1
"TOI","SHC","446018","Creightons Sunshine Blonde Shampoo 250ml","Creightons","21.8CM","4.9CM","7.5CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","446019","Creightons Sunshine Blonde Conditioner 250ml","Creightons","21.8CM","4.9CM","7.5CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","446020","Creightons Sun Blonde Correct Shampoo 200ml","Creightons","18.9CM","4.9CM","7.5CM","Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","446022","Creightons Crème DeCoconut Shampoo 250ml","Creightons","21.8CM","4.9CM","7.5CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","446023","Creightons Crème DeCoconut Conditioner 250ml","Creightons","21.8CM","4.9CM","7.5CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","446027","Creightons Sun Blonde Corect Conditioner 200ml","Creightons","18.9CM","4.9CM","7.5CM","Conditioner","200ml",NA,"1",NA,1
"TOI","SHC","442250","Dove Shampoo Daily Care 2in1 400ml","Dove","21.5CM","8.0CM","4.8CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","442251","Dove Conditioner Intensive Repair 350ml","Dove","21.5CM","7.6CM","4.8CM","Conditioner","350ml",NA,"1",NA,1
"TOI","SHC","442253","Dove Conditioner Daily Care 350ml","Dove","21.5CM","7.6CM","4.8CM","Conditioner","350ml",NA,"1",NA,1
"TOI","SHC","442254","Dove Shampoo Intensive Repair 400ml","Dove","21.5CM","8.0CM","4.8CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","442256","Dove Shampoo Daily Care 400ml","Dove","21.5CM","8.0CM","4.8CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","136496","Head & Shoulders Classic Clean Shampoo andConditioner 225ml","Head & Shoulders","19.4CM","6.5CM","3.4CM","Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","236476","Head & Shoulders Classic Clean Anti-DandruffShampoo 500ml","Head & Shoulders","22.0CM","8.3CM","5.0CM","Shampoo","500ml",NA,"1",NA,1
"TOI","SHC","242481","Head & Shoulders Citrus Fresh Anti-DandruffShampoo 250ml","Head & Shoulders","19.4CM","6.2CM","3.5CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","265024","Head & Shoulders Anti-Dandruff Shampoo Smooth AndSilky 500ml","Head & Shoulders","22.0CM","8.0CM","4.8CM","Shampoo","400ml",NA,"1",NA,1
