"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Size","Assembly","Material","Washable","Coverage","Pack Qty","Capacity","Power","Model Number","Age","DQ Score"
"HOM","CHI","432844","Football Illumi Mate","Other","Night Lights",NA,"10 x 10 x 9.50 cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.783333333333333
"HOM","CHI","451234","Duvet Set Emoji Multi Reversible Single","Other","Kids Duvet Covers",NA,"Single",NA,"Polyester Cotton","Wash at 40 Synth",NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","451235","Emoji Embroided Poop Cushion","Other","Kids Cushions",NA,"35 x 35cm",NA,"Polyester","Spot Clean Only",NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","451479","Paw Patrol Illumi Mate Comfort Light","Other","Kids Lamps",NA,"9 x 9.5 x 13cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.833333333333333
"HOM","CHI","451480","Shimmer andShine Illumimate Assorted","Other","Kids Lamps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716666666666667
"HOM","CHI","451647","Duvet Set Blaze Single","Other","Kids Duvet Covers",NA,"Single",NA,"Polyester",NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","CHI","451648","Duvet Set Trolls Single","Other","Kids Duvet Covers",NA,"Single",NA,"Polyester","Wash at 30",NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","433498","Paw Patrol Duvet Set Single","Paw Patrol","Kids Duvet Covers",NA,"Single",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","CHI","451478","Marvel Spiderman Illumi Mate Comfort Light","Spiderman","Kids Lamps",NA,"10.24 x 8.2 x 12cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.883333333333333
"HOM","CHI","426633","Star Wars Cushion","Star Wars","Kids Cushions",NA,"37cm high x 34cm wide x 8cm deep",NA,"100% Polyester","Wipe Clean Only",NA,"1",NA,NA,NA,NA,0.95
"HOM","CHI","432858","Star Wars Fibre Optic Light","Star Wars","Kids Lamps",NA,"8 x 8 x 31.50 cm",NA,NA,NA,NA,"1",NA,"Batteries 3 AAA",NA,NA,0.941666666666667
"HOM","CHI","432861","Star Wars String Lights","Star Wars","String Lights",NA,"280 x 2.30 x 6.50 cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.883333333333333
"HOM","CHI","273477","Wilko Football Papershade","Wilko","Kids Light Shades","Blue","34cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.941666666666667
"HOM","CHI","305093","Wilko Lazer Cut Paper Light Shade Pink 30cm","Wilko","Kids Light Shades","Pink","30cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","CHI","326285","Wilko Galaxy Gang Robot Storage Boxes Set of 3","Wilko","Storage Totes","Multi",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.883333333333333
"HOM","CHI","327717","Wilko Stars Papershade","Wilko","Kids Light Shades","Silver",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.883333333333333
"HOM","CHI","340690","Wilko Bin Duck Egg","Wilko","Kids Bins","Blue",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","CHI","340702","Wilko Butterfly String  Lights","Wilko","String Lights","White","1.7m",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.941666666666667
"HOM","CHI","340703","Wilko Snuggle Throw Duck Egg Blue 100 x 150cm","Wilko","Kids Throws","Blue","100 x 150cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85
"HOM","CHI","341201","Wilko Snuggle Throw Blue 100 x 150cm","Wilko","Kids Throws","Blue","100 x 150cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.9
"HOM","CHI","341572","Wilko Snuggle Throw Red 100 x 150cm","Wilko","Kids Throws","Red","100 x 150cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85
"HOM","CHI","341579","Wilko Bin Red","Wilko","Kids Bins","Red",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","CHI","342094","Wilko Bin Black","Wilko","Kids Bins","Black",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","CHI","410430","Wilko Galaxy Cut Out Shade","Wilko","Kids Light Shades",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.825
"HOM","CHI","410431","Wilko Tote Boxes Dinosaur 3pk","Wilko","Storage Totes",NA,"Set of 3",NA,NA,NA,NA,"3",NA,NA,NA,NA,0.85
"HOM","CHI","410447","Wilko Butterfly Duvet Set Single","Wilko","Kids Duvet Covers",NA,"135x200cm 50x75cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","CHI","410448","Wilko Fairy Duvet Set Single","Wilko","Kids Duvet Covers",NA,"135x200cm 50x75cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","CHI","410449","Wilko Pirate Duvet Set Single","Wilko","Kids Duvet Covers",NA,"Single",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","CHI","410454","Wilko Snuggle Throw Lilac 100 x 150cm","Wilko","Kids Throws","Purple","100 x 150cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","412883","Wilko New Candy Stripe Duvet Set Single","Wilko","Kids Duvet Covers",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","CHI","422992","Wilko Storage Tower Pink 3 Drawer","Wilko","Storage Drawers","Multi","40x40x63cm",NA,"Polypropelyne",NA,NA,"1",NA,NA,NA,NA,0.95
"HOM","CHI","422995","Wilko Underbed Box Blue 45L","Wilko","Storage Box with Lid",NA,"40x60x27cm",NA,"Polypropelyne",NA,NA,"1","45L",NA,NA,NA,0.95
"HOM","CHI","430986","Wilko Duvet Set Cars and Trucks Design Single","Wilko","Kids Duvet Covers",NA,"135x200 cm",NA,"Polycot 52:48",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","430987","Wilko Check and Stars Design Duvet SetSingle Blue","Wilko","Kids Duvet Covers",NA,"135 x 200 cm",NA,"Polycot 52:48",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","430988","Wilko Dinosaurs Duvet Set Single","Wilko","Kids Duvet Covers",NA,"135 x 200 cm",NA,"Polycot 52:48",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","430990","Wilko Union Jack Patchwork Design Duvet SetSingle Pink","Wilko","Kids Duvet Covers",NA,"135 x 200 cm",NA,"Polycot 52:48",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","430991","Wilko Check and Flowers Design Duvet SetSingle Pink","Wilko","Kids Duvet Covers",NA,"135 x 200 cm",NA,"Polycot",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","430992","Wilko Pretty Patchwork Duvet Set Single","Wilko","Kids Duvet Covers",NA,"Duvet set = 135x200 cm",NA,"Polycot 52:48",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","432848","Wilko Pop Up Storage Blue","Wilko","Pop Up Bins",NA,"37.5cm High, 37.5cm Diameter",NA,"POLYPROPYLENE",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","432849","Wilko Fitted Sheet and Pillowcase StarsSingle Blue","Wilko","Single Fitted Sheet",NA,"90 x 190",NA,"Polycot 52:48",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","432850","Wilko Fleece Throw Blue Stars 125 x 150cm","Wilko","Throws",NA,"125 x 150cm",NA,"100% POLYESTER",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","432852","Wilko Pink Shade","Wilko","Kids Light Shades",NA,"25cm High, 20cm Diameter",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.883333333333333
"HOM","CHI","432854","Wilko Pop Up Storage Pink","Wilko","Pop Up Bins",NA,"37.5cm High, 37.5cm diameter",NA,"POLYPROPYLENE",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","432855","Wilko Fitted Sheet and Pillowcase HeartsSingle Pink","Wilko","Single Fitted Sheet",NA,"90 x 190 + 25 cm",NA,"Polycot 52:48",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","432857","Wilko Fleece Pink Flowers 125 x 150cm","Wilko","Throws",NA,"125 x 150cm",NA,"100% POLYESTER",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","432874","Wilko Underbed Storage Fabric Blue","Wilko","Under Bed Storage",NA,"75cm Length, 45cm Wide, 20cm High",NA,"POLYPROPYLENE",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CHI","432875","Wilko Underbed Storage Fabric Pink","Wilko","Under Bed Storage",NA,"75cm Length, 45cm Wide, 20cm High",NA,"POLYPROPYLENE",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","CLO","298254","Acctim Mini Flip LCD Alarm Clock Silver","Acctim","Alarm Clock","Silver","Single",NA,NA,NA,NA,NA,NA,"Battery",NA,NA,0.941666666666667
"HOM","CLO","453209","Acctim Aura LCD Alarm Clock","Acctim","Alarm Clock",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.825
"HOM","CLO","453210","Acctim Lunz Wall/Table Clock","Acctim","Wall Clock",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.825
"HOM","CLO","453155","Jones Darwin Clock 30cm","Jones","Wall Clock",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.825
"HOM","CLO","453156","Jones The Teapot Clock","Jones","Wall Clock",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.825
"HOM","CLO","453157","Jones Alarm Clock","Jones","Alarm Clock",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.825
"HOM","CLO","310761","Wilko Retro Wall Clock Cream","Wilko","Clocks","Cream",NA,NA,NA,NA,NA,"1",NA,"Battery",NA,NA,0.941666666666667
"HOM","CLO","341277","Wilko Station Clock Cream","Wilko","Wall Clock","Cream","6.5 x 51.8 x 52.8cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.941666666666667
"HOM","CLO","341278","Wilko Giant Station Clock Black","Wilko","Wall Clock","Black","6.5 x 51.8 x 52.8cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.941666666666667
"HOM","CLO","427023","Wilko Square Alarm Clock Cream","Wilko","Alarm Clock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","CLO","427148","Wilko Bell Alarm Clock Silver","Wilko","Alarm Clock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","CLO","452427","Wilko Station Clock Giant Red","Wilko","Wall Clock",NA,"Dia: 47.8cm x Depth: 5.5cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.883333333333333
"HOM","CLO","452428","Wilko Station Clock Giant Grey","Wilko","Wall Clock",NA,"Dia: 47.8cm x Depth: 5.5cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.883333333333333
"HOM","CLO","452620","Wilko Silver Classic Wall Clock","Wilko","Wall Clock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","CLO","452621","Wilko Classic Wall Clock Copper Effect","Wilko","Wall Clock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","CLO","452622","Wilko Retro Wall Clock Grey","Wilko","Wall Clock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","CLO","452623","Wilko Retro Wall Clock Red","Wilko","Wall Clock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","CLO","452624","Wilko Radio Controlled Alarm Clock","Wilko","Alarm Clock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","CLO","452625","Wilko Radio Controlled Wall Clock","Wilko","Wall Clock",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.825
"HOM","CLO","452626","Wilko MDF Slogan Clock","Wilko","Wall Clock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","CLO","452627","Wilko Bell Alarm Clock Copper Effect","Wilko","Alarm Clock",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.825
"HOM","CLO","287986","Wilko Functional Round Wall Clock","Wilko Functional","Wall Clock","White","Single",NA,NA,NA,NA,NA,NA,"Battery",NA,NA,0.941666666666667
"HOM","CLO","287987","Wilko Round Wall Clock Black","Wilko Functional","Wall Clock",NA,"22cm",NA,NA,NA,NA,"1",NA,"Battery",NA,NA,0.891666666666667
"HOM","COO","454496","Glitterati Buddha 3D Wall Art Gold 60 x 60cm","Arthouse","3D Wall Art",NA,"60x60cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.88
"HOM","COO","454498","Glitterati Blossom and Birds 3D Wall Art 60 x 60cm","Arthouse","3D Wall Art",NA,"60x60cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.88
"HOM","COO","454499","Glitterati Butterflies 3D Wall Art 60 x 60cm","Arthouse","3D Wall Art",NA,"60x60cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.88
"HOM","COO","454501","Glitterati Dahlia 3D Wall Art CopperColoured 60x60cm","Arthouse","3D Wall Art",NA,"60x60cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.88
"HOM","COO","437268","Wax Lyrical Wax Filled Glass Med Orange35 Hours Burn Time","Wax Lyrical","Fragranced Candles",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","COO","437269","Wax Lyrical Wax Filled Tin Med Orange16 Hours Burn Time","Wax Lyrical","Fragranced Candles",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","COO","437272","Wax Lyrical Wax Filled Glass Red Cherries35 Hours Burn Time","Wax Lyrical","Fragranced Candles",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","COO","437273","Wax Lyrical Wax Filled Tin Red Cherries16 Hours Burn Time","Wax Lyrical","Fragranced Candles",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","COO","437276","Wax Lyrical Wax Filled Glass Fresh Linen35 Hours Burn Time","Wax Lyrical","Fragranced Candles",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","COO","437277","Wax Lyrical Wax Filled Tin Fresh Linen16 Hours Burn Time","Wax Lyrical","Fragranced Candles",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","COO","455625","Wax Lyrical Vanilla Candle Tin","Wax Lyrical","Fragranced Candles",NA,"6.4CM X 6.4CM X 4.8CM",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","COO","455626","Wax Lyrical Vanilla Glass Candle","Wax Lyrical","Fragranced Candles",NA,"7CM X 7CM X 8.2CM",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","COO","100898","Wilko Wet Foam Bricks Green","Wilko","Wet Foam","Green","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","168978","Wilko Flower Single Posy Yellow","Wilko","Artificial Bunch",NA,"Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","169019","Wilko Flower Posy Multi","Wilko","Artificial Bunch",NA,"Single",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","COO","191338","Wilko Church Candle Ivory 7x7.5cm","Wilko","Pillar Candle",NA,"7x7.5cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","219351","Wilko Pot Pourri Sweet Strawberry and Red Fruits","Wilko","Pot Pourri",NA,"Large","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","247007","Wilko Flower Bunch Cream and Yellow","Wilko","Artificial Bunch","Cream","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","257880","Wilko Church Candle Ivory 7 x 12.5cm","Wilko","Pillar Candle","Cream","7x12.5cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","258510","Wilko Gerbera Single Stem Flower Red","Wilko","Artificial Single Stem","Red","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","258532","Wilko Flower Bunch Cream","Wilko","Artificial Bunch","Cream","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","258535","Wilko Flower Bunch Cream","Wilko","Artificial Bunch","Cream","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","274735","Wilko Pom Pom Magenta Single Stem","Wilko","Artificial Single Stem","Purple","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","275629","Wilko Pot Pourri Vanilla Pod","Wilko","Pot Pourri",NA,"Pack","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","284919","Wilko Pom Pom Single Stem Flower Red","Wilko","Artificial Single Stem","Red","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","290164","Wilko Unscented Tealights White 100pk","Wilko","Tealights","White","Bag of 100","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290165","Wilko Maxi Unscented Tealights 15pk","Wilko","Tealights","White","Maxi","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290166","Wilko Vanilla Tealights Scented 30pk","Wilko","Tealights",NA,"30 Pack","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","290167","Wilko Scented Tealights Red Berries 30pk","Wilko","Tealights","Red","30 Pack","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290168","Wilko Scented Tealights Melon & Rhubarb 30pk","Wilko","Tealights","Green","30 Pack","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290171","Wilko Scented Pillar Candle Vanilla 7 x 14.5cm","Wilko","Pillar Candle","Cream","7x14.5cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290172","Wilko Scented Pillar Candle Red Fruit 7 x 14.5cm","Wilko","Pillar Candle","Red","7x14.5cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290173","Wilko Scented Candle Melon and Rhubarb 7x14.5cm","Wilko","Pillar Candle","Green","7x14.5cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","290184","Wilko Church Candle Ivory 7 x 20cm","Wilko","Pillar Candle","Cream","80x20cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","292896","Wilko Round Mirror Candle Plate","Wilko","Candles Holders",NA,"Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","COO","292908","Wilko Scented Pillar Candle Red Fruit 6 x 9.5cm","Wilko","Pillar Candle","Red","6x9.5cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","292913","Wilko Scented Pillar Candle Vanilla 6 x 9.5cm","Wilko","Pillar Candle",NA,"6x9.5m","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","292917","Wilko Scented Candle Melon and Rhubarb 6x9.5cm","Wilko","Pillar Candle","Green","6x9.5cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","292928","Wilko Glass Pebbles In Net Clear","Wilko","Candles Holders","Clear","Pack",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","292976","Wilko Hurricane Vase Red","Wilko","Hurricane Vase","Red","Single","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","296272","Wilko Lantern Chrome Medium","Wilko","Lanterns","Metal","Large",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.941666666666667
"HOM","COO","296325","Wilko Insense Oil Burner White","Wilko","Insense Burner","Cream","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","327544","Wilko Scented Tealights 30pk","Wilko","Tealights","Cream","30 Pack","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","327549","Wilko Scented Pillar Candle Sandalwood 6 x 9.5cm","Wilko","Pillar Candle","Cream","6x9.5cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","327556","Wilko Scented Pillar Candle 7 x 14.5cm","Wilko","Pillar Candle","Cream","7x14.5cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","327559","Wilko Hurricane Vase Clear","Wilko","Hurricane Vase","Clear","Single","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","327588","Wilko Feather Dried Grass Natural Multi-Stem","Wilko","Artificial Grass","Cream",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","COO","327612","Wilko Single Stem Dahlia Cream","Wilko","Artificial Single Stem","Cream","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","327723","Wilko Gypsophilia and Pink Bunch","Wilko","Artificial Bunch","Pink","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","327726","Wilko Mixed Flower Bunch","Wilko","Artificial Bunch","White","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","327795","Wilko Pom Pom Flower Orange Single Stem","Wilko","Artificial Single Stem","Orange","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","327857","Wilko Reed Diffuser Lavender and Rose 100ml","Wilko","Reed Diffusers","Clear","100ml","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","327863","Wilko Pot Pourri Wild Lavender and Rose","Wilko","Pot Pourri","Purple","Pack","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","336573","Wilko Heart Glass Lantern Frosted","Wilko","Candle Holders",NA,NA,"No","Gllass",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","341043","Wilko Metal Square Lantern","Wilko","Lanterns","Clear",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.883333333333333
"HOM","COO","341082","Wilko Scented Pillar Candle Lavender 6 x 9.5cm","Wilko","Fragranced Candles","Purple","6x9.5cm","No",NA,NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","341101","Wilko Glow Lantern Glass","Wilko","Lanterns","Clear",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.883333333333333
"HOM","COO","341113","Wilko Flower Sunflower Yellow Single Stem","Wilko","Artificial Single Stem","Yellow","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","COO","341148","Wilko Pot Pourri Apple","Wilko","Pot Pourri","Green",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","341149","Wilko Pot Pourri Tropical Passion Fruit andBlueberry","Wilko","Pot Pourri","Brown",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","COO","341150","Wilko Pot Pourri Fresh Cotton and Lily","Wilko","Pot Pourri","Blue",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","341252","Wilko Storm Lamp Mink","Wilko","Hurricane Vase","Clear",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","351294","Wilko Swirl Glass Bowl Red","Wilko","Bowls","Red",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","352239","Wilko Wooden Heart Frame","Wilko","Photo Frames",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","404112","Wilko Swirl Glass Bowl Gold","Wilko","Bowls","Gold",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","406710","Wilko Embossed Tin Jug Cream","Wilko","Home Accessories","Cream",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","406729","Wilko Rustic Letter Rack","Wilko","Home Accessories",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","406744","Wilko Hurricane Vase Green","Wilko","Hurricane Vase","Green",NA,"No","100% Glass",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","COO","406797","Wilko Country Classic Cube Calendar","Wilko","Calendar",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","406819","Wilko Leather Handle Wall Clock","Wilko","Wall Clock",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.825
"HOM","COO","406959","Wilko Hammered Effect Bowl Gold Sahara Range","Wilko","Bowls",NA,NA,"No","Metal",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","407367","Wilko Utility Hanging Wall Plaque","Wilko","Plaques",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","407369","Wilko Glass Photo Frame","Wilko","Photo Frames",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","407378","Wilko Glass Bottle Gold","Wilko","Decorative Accessories","Gold",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","407631","Wilko Wicker Heart String Lights White","Wilko","Decorative Lighting","White",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","COO","410235","Wilko Church Candle White 7 x 7.5cm","Wilko","Pillar Candle",NA,"7x7.5cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","COO","410236","Wilko Tapered Candles White 10pk","Wilko","Tapered Candles","White",NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,0.93
"HOM","COO","413614","Wilko Scented Glass Candle Vanilla Pod","Wilko","Fragranced Candles",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","413615","Wilko Scented Glass Candle Red Berries","Wilko","Fragranced Candles",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","413618","Wilko Scented Glass Candle Lavender","Wilko","Fragranced Candles",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","413619","Wilko Scented Glass Candle Cotton Fresh","Wilko","Fragranced Candles",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","413620","Wilko Scented Glass Candle Tropical Passion Fruitand Blueberry","Wilko","Fragranced Candles",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","COO","417725","Wilko Fleece Heart Design Red 125 x 150cm","Wilko","Throws",NA,"125 x 150cm",NA,"100% Polyester","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","COO","417726","Wilko Fleece Heart Design Beige 125 x 150cm","Wilko","Throws",NA,"125 x 150cm",NA,"100% Polyester","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","COO","417727","Wilko Fleece Star Design Grey 125 x 150cm","Wilko","Throws",NA,"125 x 150cm",NA,"100% Polyester","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","COO","418029","Wilko Lace Effect Glass Bowl Silver ReminisceRange","Wilko","Bowls",NA,"Bowl 27cm","No","Glass",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
