"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Age","DQ Score"
"SBK","OFF","261313","Wilko A4 Expanding Box File 13 Pockets","Wilko","A4","Multi",NA,NA,NA,NA,0.883333333333333
"SBK","OFF","261316","Wilko Box File A4 with Elastic Corners","Wilko","A4","Multi",NA,NA,"No",NA,0.941666666666667
"SBK","OFF","261322","Wilko Zipper Bag PVC Asst A4","Wilko","A4","Multi",NA,"PVC",NA,NA,0.941666666666667
"SBK","OFF","261323","Wilko Envelope Folders Clear A4 5pk","Wilko","A4","Clear","5",NA,NA,NA,0.941666666666667
"SBK","OFF","261324","Wilko Clip Board Asst","Wilko",NA,"Multi",NA,NA,NA,NA,0.825
"SBK","OFF","261326","Wilko Index Card Holder Assorted Colours","Wilko",NA,"Multi",NA,NA,NA,NA,0.825
"SBK","OFF","261327","Wilko Document Wallet Cheque Size with 13 Pockets","Wilko",NA,"Multi",NA,NA,NA,NA,0.825
"SBK","OFF","300201","Wilko Mesh Filing Pen Pot Silver Effect","Wilko",NA,"Silver","1",NA,NA,NA,0.883333333333333
"SBK","OFF","300202","Wilko Mesh Desk Tidy Filing Silver Effect","Wilko",NA,"Silver","1",NA,NA,NA,0.883333333333333
"SBK","OFF","300203","Wilko Mesh Magazine Tidy Silver Effect","Wilko",NA,"Silver","1",NA,NA,NA,0.883333333333333
"SBK","OFF","300204","Wilko Mesh Single In-Tray Silver Effect","Wilko",NA,"Silver",NA,NA,NA,NA,0.825
"SBK","OFF","300206","Wilko File Divider A4 12pk","Wilko","A4",NA,"12",NA,NA,NA,0.883333333333333
"SBK","OFF","300213","Wilko Subject Dividers A4 10pk","Wilko","A4","Multi","10",NA,NA,NA,0.941666666666667
"SBK","OFF","319041","Wilko A4 Punched Pockets Extra Strong A4 25pk","Wilko","A4","Clear","25pk",NA,NA,NA,0.941666666666667
"SBK","OFF","319044","Wilko Zip Bag Clear A4","Wilko","A4","Clear",NA,NA,NA,NA,0.883333333333333
"SBK","OFF","319046","Wilko Zippa Bag  A5","Wilko","A5","Clear",NA,NA,NA,NA,0.883333333333333
"SBK","OFF","319049","Wilko Zippa Bag A6","Wilko","A6","Clear",NA,NA,NA,NA,0.883333333333333
"SBK","OFF","319051","Wilko A4 Suspension Files Orange 5pk","Wilko","A4","Orange","5pk",NA,NA,NA,0.941666666666667
"SBK","OFF","348787","Wilko Clipboard Stripes","Wilko",NA,NA,"1",NA,NA,NA,0.825
"SBK","OFF","348796","Wilko A4 Punched Pocket Wallet","Wilko","235 x 318 x 10mm",NA,"1","Plastic",NA,NA,0.941666666666667
"SBK","OFF","348799","Wilko A4 Document Wallet with Zipper","Wilko","325 x 250 x 26mm","Multi","1","Plastic",NA,NA,1
"SBK","OFF","413589","Wilko Storage Box With Lid Black A4","Wilko","A4",NA,"1",NA,NA,NA,0.883333333333333
"SBK","OFF","414403","Wilko Storage Box With Lid A4","Wilko","A4",NA,"1",NA,NA,NA,0.883333333333333
"SBK","OFF","414404","Wilko Storage Box With Lid Teal A4","Wilko","A4",NA,"1",NA,NA,NA,0.883333333333333
"SBK","OFF","433531","Wilko Touch Mesh Zipper Pouch Assorted 2pk","Wilko","Assorted","White","2","Plastic",NA,NA,1
"SBK","OFF","433532","Wilko Paper 2 Drawer Mini Stack Black","Wilko",NA,"Black","1","Paper, metal",NA,NA,0.941666666666667
"SBK","OFF","433533","Wilko Paper 2 Drawer Desk Organiser Black","Wilko",NA,"Black","1","Paper, metal",NA,NA,0.941666666666667
"SBK","OFF","433537","Wilko Ringbinder A5","Wilko",NA,"Black","1","Paper, metal, plastic",NA,NA,0.941666666666667
"SBK","OFF","433538","Wilko Bamboo In-Tray","Wilko",NA,NA,"1","Bamboo",NA,NA,0.883333333333333
"SBK","OFF","433539","Wilko Bamboo Memo Box with Phone Holder","Wilko",NA,NA,"1",NA,NA,NA,0.86
"SBK","OFF","433540","Wilko Bamboo Pen Pot","Wilko",NA,NA,"1","Bamboo",NA,NA,0.883333333333333
"SBK","OFF","433541","Wilko Bamboo Magazine Tidy","Wilko",NA,NA,"1","Bamboo",NA,NA,0.883333333333333
"SBK","OFF","433542","Wilko Small Mesh Metal Storage Box","Wilko",NA,"Silver","1","Metal",NA,NA,0.941666666666667
"SBK","OFF","439927","Wilko Storage Box With Lid A4 Purple","Wilko",NA,"Purple","1","Paper, Metal",NA,NA,0.941666666666667
"SBK","OFF","439928","Wilko Storage Box With Lid A4 Lime","Wilko",NA,"Green","1","Paper, metal",NA,NA,0.941666666666667
"SBK","OFF","130606","Document Wallets Assorted Colours 5pk","Wilko Functional","A4","Multi","5",NA,NA,NA,0.891666666666667
