"PSA_1","PSA_2","Article","Web Description","Brand","Type","Coverage","Colour","Pack Qty","Size","DQ Score"
"PAI","ICI","341378","Dulux Bathroom+ Soft Sheen Emulsion PaintJasmine White 2.5L","Dulux","Bathroom Paint",NA,"White","1","2.5L",0.941666666666667
"PAI","ICI","341379","Dulux Bathroom+ Soft Sheen Emulsion PaintMagnolia 2.5L","Dulux","Bathroom Paint",NA,"Cream","1","2.5L",0.941666666666667
"PAI","ICI","341381","Dulux Bathroom+ Soft Sheen Emulsion PaintMineral Mist 2.5L","Dulux","Bathroom Paint",NA,"Blue","1","2.5L",0.941666666666667
"PAI","ICI","341382","Dulux Bathroom+ Soft Sheen Emulsion PaintNatural Hessian 2.5L","Dulux","Bathroom Paint",NA,"Brown",NA,"2.5L",0.883333333333333
"PAI","ICI","341383","Dulux Bathroom+ Soft Sheen Emulsion PaintNatural Calico 2.5L","Dulux","Bathroom Paint",NA,"Brown",NA,"2.5L",0.883333333333333
"PAI","ICI","341384","Dulux Bathroom+ Soft Sheen Emulsion PaintTester Pot Frosted Steel 50ml","Dulux","Paint Tester Pot",NA,"Metal","1","50ml",0.941666666666667
"PAI","ICI","341387","Dulux Bathroom+ Soft Sheen Emulsion PaintTester Pot Jasmine White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","341389","Dulux Bathroom+ Soft Sheen Emulsion PaintTester Pot Mineral Mist 50ml","Dulux","Paint Tester Pot",NA,"Blue","1","50ml",0.941666666666667
"PAI","ICI","341391","Dulux Bathroom+ Soft Sheen Emulsion PaintTester Pot Natural Hessian 50ml","Dulux","Paint Tester Pot",NA,"Brown",NA,"50ml",0.883333333333333
"PAI","ICI","341392","Dulux Bathroom+ Soft Sheen Emulsion PaintTester Pot Natural Calico 50ml","Dulux","Paint Tester Pot",NA,"Brown","1","50ml",0.941666666666667
"PAI","ICI","341393","Dulux Kitchen+ Matt Emulsion PaintFrosted Steel 2.5L","Dulux","Kitchen Paint",NA,"Metal",NA,"2.5L",0.883333333333333
"PAI","ICI","341395","Dulux Kitchen+ Matt Emulsion PaintJasmine White 2.5L","Dulux","Kitchen Paint",NA,"White","1","2.5L",0.941666666666667
"PAI","ICI","341396","Dulux Kitchen+ Matt Emulsion PaintLuscious Lime 2.5L","Dulux","Kitchen Paint",NA,"Green","1","2.5L",0.941666666666667
"PAI","ICI","341397","Dulux Kitchen+ Matt Emulsion PaintMagnolia 2.5L","Dulux","Kitchen Paint",NA,"Cream","1","2.5L",0.941666666666667
"PAI","ICI","341438","Dulux Kitchen+ Matt Emulsion PaintNatural Calico 2.5L","Dulux","Kitchen Paint",NA,"Brown","1","2.5L",0.941666666666667
"PAI","ICI","341439","Dulux Kitchen+ Matt Emulsion PaintNatural Hessian 2.5L","Dulux","Kitchen Paint",NA,"Brown",NA,"2.5L",0.883333333333333
"PAI","ICI","341440","Dulux Kitchen+ Matt Emulsion PaintOvertly Olive 2.5L","Dulux","Kitchen Paint",NA,"Green",NA,"2.5L",0.883333333333333
"PAI","ICI","341447","Dulux Kitchen+ Matt Emulsion PaintSoft Vanilla 2.5L","Dulux","Kitchen Paint",NA,"Cream",NA,"2.5L",0.883333333333333
"PAI","ICI","341448","Dulux Kitchen+ Matt Emulsion PaintWillow Tree 2.5L","Dulux","Kitchen Paint",NA,"Green",NA,"2.5L",0.883333333333333
"PAI","ICI","341450","Dulux Kitchen+ Matt Emulsion Paint Tester PotFrosted Steel 50ml","Dulux","Paint Tester Pot",NA,"Metal",NA,"50ml",0.883333333333333
"PAI","ICI","341466","Dulux Kitchen+ Matt Emulsion Paint Tester PotMagnolia 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"PAI","ICI","341470","Dulux Kitchen+ Matt Emulsion Paint Tester PotNatural Hessian 50ml","Dulux","Paint Tester Pot",NA,"Brown",NA,"50ml",0.883333333333333
"PAI","ICI","341534","Dulux Kitchen+ Matt Emulsion Paint Tester PotSoft Vanilla 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"PAI","ICI","341535","Dulux Kitchen+ Matt Emulsion Paint Tester PotWillow Tree 50ml","Dulux","Paint Tester Pot",NA,"Green",NA,"50ml",0.883333333333333
"PAI","ICI","434256","Dulux Endurance+ Matt Emulsion Paint Tester PotPepper Red 50ml","Dulux","Paint Tester Pot",NA,"Red","1","50ml",0.941666666666667
"PAI","ICI","434257","Dulux Bathroom+ Soft Sheen Emulsion PaintTester Pot Blissful Blue 50ml","Dulux","Paint Tester Pot",NA,"Blue","1","50ml",0.941666666666667
"PAI","ICI","434260","Dulux Endurance+ Matt Emulsion Paint Tester PotCopper Blush 50ml","Dulux","Paint Tester Pot",NA,"Orange","1","50ml",0.941666666666667
"PAI","ICI","434261","Dulux Endurance+ Matt Emulsion Paint Tester PotGoose Down 50ml","Dulux","Paint Tester Pot",NA,"Grey","1","50ml",0.941666666666667
"PAI","ICI","434262","Dulux Endurance+ Matt Emulsion Paint Tester PotLavender Quartz 50ml","Dulux","Paint Tester Pot",NA,"Purple","1","50ml",0.941666666666667
"PAI","ICI","434265","Dulux Endurance+ Matt Emulsion Paint Tester PotRock Salt 50ml","Dulux","Paint Tester Pot",NA,"Grey","1","50ml",0.941666666666667
"PAI","ICI","71496","Dulux Natural Hints Silk Emulsion PaintBlossom White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","71498","Dulux Silk Emulsion PaintCornflower White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","9856","Dulux Natural Hints Silk Emulsion PaintAlmond White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","99629","Dulux Natural Hints Silk Emulsion PaintJasmine White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","INT","341909","Wilko Step and Tile Gloss PaintBlack 500ml","Wilko","Step and Tile Paint",NA,"Black","1","500ml",0.941666666666667
"PAI","INT","342004","Wilko Garage Floor PaintGrey 2.5L","Wilko","Garage Floor Paint","30sq m","Grey",NA,"2.5L",0.941666666666667
"PAI","INT","342015","Wilko Garage Floor PaintRed 2.5L","Wilko","Garage Floor Paint",NA,"Red",NA,"2.5L",0.883333333333333
"PAI","PLA","413886","Wilko BBQ and Woodstove Matt Spray PaintBlack 400ml","Wilko","BBQ Paint",NA,NA,NA,"400ml",0.86
"PAI","WAP","251417","Crown Silk Emulsion PaintPure Brilliant White 2.5L","Crown","Silk Paint","42m²","White",NA,"2.5L",0.941666666666667
"PAI","WAP","251418","Crown Matt Emulsion PaintPure Brilliant White 2.5L","Crown","Matt Paint","42m²","White",NA,"2.5L",0.941666666666667
"PAI","WAP","443346","Crown Silk Emulsion PaintPure Brilliant White 5L","Crown","Silk",NA,"White",NA,"5L",0.883333333333333
"PAI","WAP","139827","Dulux Silk Emulsion PaintPure Brilliant White 5L","Dulux","Silk Paint",NA,"White",NA,"5L",0.883333333333333
"PAI","WAP","139828","Dulux Matt Emulsion Paint Pure Brilliant White 5ltr","Dulux","Matt Paint","76m²","White",NA,"5L",0.941666666666667
"PAI","WAP","231084","Dulux Bathroom+ Soft Sheen Emulsion PaintPure Brilliant White 2.5L","Dulux","Bathroom Paint","35m²","White",NA,"2.5L",0.941666666666667
"PAI","WAP","105560","Polycell Crack-Free Ceiling Smooth Flexible MattEmulsion Paint White 2.5L","Polycell","Matt Paint",NA,"White","1","2.5L",0.941666666666667
"PAI","WAP","196730","Wilko One Coat Matt Emulsion PaintPure Brilliant White 2.5L","Wilko","One Coat Matt Paint","20m²","White",NA,"2.5L",0.941666666666667
"PAI","WAP","197610","Wilko Silk Emulsion PaintPure Brilliant White 2.5L","Wilko","Silk Paint","30m²","White",NA,"2.5L",0.941666666666667
"PAI","WAP","197612","Wilko Matt Emulsion PaintPure Brilliant White 2.5L","Wilko","Matt Paint","30m²","White",NA,"2.5L",0.941666666666667
"PAI","WAP","2307240","Wilko Textured PaintPure Brilliant White 2.5L","Wilko","Textured Paint","5m²","White",NA,"2.5L",0.941666666666667
"PAI","WAP","238112","Wilko Bathroom Mid Sheen Emulsion PaintPure Brilliant White 2.5L","Wilko","Bathroom Paint","30m²","White",NA,"2.5L",0.941666666666667
"PAI","WAP","2420140","Wilko Matt Emulsion PaintPure Brilliant White 5L","Wilko","Matt Paint",NA,"White","1","5L",0.941666666666667
"PAI","WAP","2426040","Wilko Silk Emulsion PaintPure Brilliant White 5L","Wilko","Silk Paint",NA,"White",NA,"5L",0.883333333333333
"PAI","WAP","289116","Wilko Easy White Matt Emulsion PaintPure Brilliant White 2.5L","Wilko","Matt Paint","35m²","White",NA,"2.5L",0.941666666666667
"PAI","WAP","289117","Wilko Easy White Silk Emulsion PaintPure Brilliant White 2.5L","Wilko","Silk Paint","30m²","White",NA,"2.5L",0.941666666666667
"PAI","WAP","418206","Wilko Contract Matt Emulsion PaintWhite 10L","Wilko","Matt Paint","130 sq. metres","White",NA,"10L",0.941666666666667
"PAI","WAP","418217","Wilko Contract Silk Emulsion PaintWhite 10L","Wilko","Silk Paint","120 sq. metres","White",NA,"10L",0.941666666666667
"PAI","WAP","2417640","Wilko Functional Matt Emulsion PaintWhite 5L","Wilko Functional","Matt Paint","65m²","White",NA,"5L",0.941666666666667
