"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Coverage","DQ Score"
"PAI","EMU","196148","Wilko Matt Emulsion PaintAhoy 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Matt Paint","2.5L","Cream","1","30m²",1
"PAI","EMU","196246","Wilko Silk Emulsion PaintHappy Yellow 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Silk Paint","2.5L","Yellow","1","30m²",1
"PAI","EMU","196247","Wilko Silk Emulsion PaintAhoy 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Silk Paint","2.5L","Cream","1","30m²",1
"PAI","EMU","196253","Wilko Silk Emulsion PaintWarm Days 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Silk Paint","2.5L","Orange","1","30m²",1
"PAI","EMU","196260","Wilko Silk Emulsion PaintPowder Purple 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Silk Paint","2.5L","Purple","1","30m²",1
"PAI","EMU","196267","Wilko Silk Emulsion PaintCloudless 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Silk Paint","2.5L","Blue","1","30m²",1
"PAI","EMU","196272","Wilko Silk Emulsion PaintOn Deck 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Silk Paint","2.5L","Brown","1","30m²",1
"PAI","EMU","225517","Wilko Emulsion Paint Tester Pot Moody Blue 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Blue","1","30cm²",1
"PAI","EMU","225519","Wilko Emulsion Paint Tester Pot Moonlight White75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","White","1","30cm²",1
"PAI","EMU","225526","Wilko Matt Emulsion PaintMoody Blue 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Matt Paint","2.5L","Blue","1","30m²",1
"PAI","EMU","23466","Wilko Matt Emulsion PaintPale Primrose 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Matt Paint","2.5L","Yellow","1","30m²",1
"PAI","EMU","237914","Wilko Emulsion Paint Tester Pot Biscuit Crunch75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Brown","1","30cm²",1
"PAI","EMU","237916","Wilko Emulsion Paint Tester Pot Milky Coffee 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Brown","1","30cm²",1
"PAI","EMU","238102","Wilko Bathroom Mid Sheen Emulsion PaintSoft Cream 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Bathroom Paint","2.5L","Cream","1","30m²",1
"PAI","EMU","238103","Wilko Bathroom Mid Sheen Emulsion PaintCoastline 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Bathroom Paint","2.5L","Cream","1","30m²",1
"PAI","EMU","238150","Wilko Silk Emulsion PaintBiscuit Crunch 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Silk Paint","2.5L","Brown","1","30m²",1
"PAI","EMU","238174","Wilko Colour Matt Emulsion Paint Magnolia 7.5ltr","Wilko","20.0CM","28.2CM","28.0CM","Matt Paint","7.5L","Cream","1","90m²",1
"PAI","EMU","238189","Wilko Silk Emulsion PaintMoonlight White 5L","Wilko","23.7CM","19.0CM","18.8CM","Silk Paint","5L","White","1","60m²",1
"PAI","EMU","238190","Wilko Silk Emulsion PaintCrushed Almond 5L","Wilko","23.7CM","19.0CM","18.8CM","Silk Paint","5L","Cream","1","60m²",1
"PAI","EMU","250530","Wilko Matt Emulsion PaintSoft Cream 5L","Wilko","23.7CM","19.0CM","18.8CM","Matt Paint","5L","Cream","1","60m²",1
"PAI","EMU","262426","Wilko Emulsion Paint Tester Pot Spa 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Green","1","30cm²",1
"PAI","EMU","262428","Wilko Emulsion Paint Tester Pot Nutmeg Spice 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Brown","1","30cm²",1
"PAI","EMU","273586","Wilko One Coat Matt Emulsion PaintIvory Tusk 2.5L","Wilko","16.4CM","16.6CM","16.5CM","One Coat Matt Paint","2.5L","Cream","1","20m²",1
"PAI","EMU","273599","Wilko Emulsion Paint Tester Pot Candy Cane 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Pink","1","30cm²",1
"PAI","EMU","273603","Wilko Emulsion Paint Tester Pot Duck Egg 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Blue","1","30cm²",1
"PAI","EMU","274653","Wilko Durable Matt Emulsion PaintCandy Cane 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Durable Matt Paint","2.5L","Pink","1","30m²",1
"PAI","EMU","274657","Wilko Durable Matt Emulsion PaintMoonlight White 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Durable Matt Paint","2.5L","White","1","30m²",1
"PAI","EMU","283242","Wilko Matt Emulsion PaintLime Sorbet 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Matt Paint","2.5L","Green","1","30m²",1
"PAI","EMU","283314","Wilko Emulsion Paint Tester Pot Big Apple 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Green","1","30cm²",1
"PAI","EMU","283323","Wilko Emulsion Paint Tester Pot Purple Haze 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Purple","1","30cm²",1
"PAI","EMU","283333","Wilko Emulsion Paint Tester Pot Natural Twine 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Grey","1","30cm²",1
"PAI","EMU","297372","Wilko Emulsion Paint Tester Pot Cosy Grey 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Grey","1","30cm²",1
"PAI","EMU","297373","Wilko Emulsion Paint Tester Pot Deeply Plum 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Purple","1","30cm²",1
"PAI","EMU","297374","Wilko Emulsion Paint Tester Pot Electric 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Blue","1","30cm²",1
"PAI","EMU","297376","Wilko Emulsion Paint Tester Pot Tropics 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Green","1","30cm²",1
"PAI","EMU","297381","Wilko Kitchen Matt Emulsion PaintPearl Grey 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Kitchen Paint","2.5L","Grey","1","30m²",1
"PAI","EMU","309367","Wilko Kitchen Matt Emulsion PaintMineral Stone 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Kitchen Paint","2.5L","Cream","1","30m²",1
"PAI","EMU","310650","Wilko Silk Emulsion PaintStardust 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Silk Paint","2.5L","Cream","1","30m²",1
"PAI","EMU","310657","Wilko Emulsion Paint Tester Pot Bumble Bee 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Yellow","1","30cm²",1
"PAI","EMU","310660","Wilko Emulsion Paint Tester Pot Neptune 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Blue","1","30cm²",1
"PAI","EMU","310782","Wilko Emulsion Paint Tester Pot Stardust 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Cream","1","30cm²",1
"PAI","EMU","310783","Wilko Emulsion Paint Tester Pot Sweetie 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Pink","1","30cm²",1
"PAI","EMU","310785","Wilko Emulsion Paint Tester Pot Mineral Stone 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Green","1","30cm²",1
"PAI","EMU","334383","Wilko Emulsion Paint Tester Pot Sunshine Yellow75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Yellow","1","30cm²",1
"PAI","EMU","334390","Wilko Emulsion Paint Tester Pot After Hours 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Red","1","30cm²",1
"PAI","EMU","334391","Wilko Emulsion Paint Tester Pot Sonic 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Red","1","30cm²",1
"PAI","EMU","407468","Wilko Emulsion Paint Tester Pot Nearly Famous 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Red","1","approx 30 sq. cm",1
"PAI","EMU","407509","Wilko Matt Emulsion PaintWhispering Sage 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Green","1","approx 35 sq. metres",1
"PAI","EMU","407510","Wilko Matt Emulsion PaintEnglish Sage 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Green","1","approx 35 sq. metres",1
"PAI","EMU","407511","Wilko Matt Emulsion PaintMineral Stone 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Grey","1","approx 35 sq. metres",1
"PAI","EMU","407512","Wilko Matt Emulsion PaintStorm Cloud 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Grey","1","approx 35 sq. metres",1
"PAI","EMU","407513","Wilko Matt Emulsion PaintOrganic Green 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Green","1","approx 35 sq. metres",1
"PAI","EMU","407514","Wilko Matt Emulsion PaintWild Orchid 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Purple","1","approx 35 sq. metres",1
"PAI","EMU","407516","Wilko Silk Emulsion PaintWhispering Sage 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","407517","Wilko Silk Emulsion PaintEnglish Sage 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","407519","Wilko Silk Emulsion PaintStorm Cloud 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Grey","1","approx 30 sq. metres",1
"PAI","EMU","407520","Wilko Silk Emulsion PaintOrganic Green 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","407521","Wilko Silk Emulsion PaintWild Orchid 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Purple","1","approx 30 sq. metres",1
"PAI","EMU","407524","Wilko One Coat Matt Emulsion PaintMineral Stone 2.5L","Wilko","16.2CM","15.7CM","15.7CM","One Coat Matt Paint","2.5L","Grey","1","approx 20 sq. metres",1
"PAI","EMU","407525","Wilko Durable Matt Emulsion PaintCloudless 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Blue","1","Approx 20 sq. metres",1
"PAI","EMU","407526","Wilko Kitchen Matt Emulsion PaintCornish Ice Cream 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Kitchen Paint","2.5L","Cream","1","approx 30 sq. metres",1
"PAI","EMU","407528","Wilko Bathroom Mid Sheen Emulsion PaintSoft Hessian 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Bathroom Paint","2.5L","Cream","1","approx 30 sq. metres",1
"PAI","EMU","407529","Wilko Bathroom Mid Sheen Emulsion PaintBali 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Bathroom Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","407530","Wilko Bathroom Mid Sheen Emulsion PaintCosy Grey 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Bathroom Paint","2.5L","Grey","1","approx 30 sq. metres",1
"PAI","EMU","407531","Wilko Bathroom Mid Sheen Emulsion PaintZesty 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Bathroom Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","407533","Wilko Statement Matt Emulsion PaintJaded Teal 1.25L","Wilko","15.1CM","11.6CM","11.6CM","Feature Wall Paint","1.25L","Blue","1","approx 17 sq. metres",1
"PAI","EMU","407535","Wilko Durable Matt Emulsion PaintCherry Fizz 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Pink","1","approx 30 sq. metres",1
"PAI","EMU","407536","Wilko Durable Matt Emulsion PaintNearly Famous 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Red","1","approx 30 sq. metres",1
"PAI","EMU","407537","Wilko Emulsion Paint Tester Pot Whispering Sage75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Green","1","approx 30 sq. cm",1
"PAI","EMU","407538","Wilko Emulsion Paint Tester Pot English Sage 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Green","1","approx 30 sq. cm",1
"PAI","EMU","407539","Wilko Emulsion Paint Tester Pot Storm Cloud 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Grey","1","approx 30 sq. cm",1
"PAI","EMU","407540","Wilko Emulsion Paint Tester Pot Wild Orchid 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Purple","1","approx 30 sq. cm",1
"PAI","EMU","407542","Wilko Emulsion Paint Tester Pot Cornish Ice Cream75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Cream","1","approx 30 sq. cm",1
"PAI","EMU","407543","Wilko Emulsion Paint Tester Pot Bali 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Green","1","approx 30 sq. cm",1
"PAI","EMU","407544","Wilko Matt Emulsion Paint Tester PotJaded Teal 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Blue","1","approx 30 sq. cm",1
"PAI","EMU","407546","Wilko Emulsion Paint Tester Pot Cherry Fizz 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Pink","1","approx 30 sq. cm",1
"PAI","EMU","412433","Wilko Durable Matt Emulsion PaintStorm Cloud 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Grey","1","approx 30 sq. metres",1
"PAI","EMU","412434","Wilko Durable Matt Emulsion PaintDuck Egg 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Blue","1","approx 30 sq. metres",1
"PAI","EMU","412435","Wilko Durable Matt Emulsion PaintCrushed Almond 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Cream","1","approx 30 sq. metres",1
"PAI","EMU","412436","Wilko Durable Matt Emulsion PaintCosy Grey 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Grey","1","approx 30 sq. metres",1
"PAI","EMU","412438","Wilko Durable Matt Emulsion PaintPowder Purple 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Purple","1","approx 30 sq. metres",1
"PAI","EMU","412441","Wilko Durable Matt Emulsion PaintLilac 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Purple","1","approx 30 sq. metres",1
"PAI","EMU","412442","Wilko Durable Matt Emulsion PaintMint Crisp 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","412443","Wilko Durable Matt Emulsion PaintNeptune 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Blue","1","approx 30 sq. metres",1
"PAI","EMU","412444","Wilko Durable Matt Emulsion PaintOn Deck 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Cream","1","approx 30 sq. metres",1
"PAI","EMU","412445","Wilko Durable Matt Emulsion PaintPink Harmony 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Pink","1","approx 30 sq. metres",1
"PAI","EMU","412448","Wilko Durable Matt Emulsion PaintAhoy 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Cream","1","approx 30 sq. metres",1
"PAI","EMU","412449","Wilko Durable Matt Emulsion PaintChocolate Dream 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Brown","1","approx 30 sq. metres",1
"PAI","EMU","412452","Wilko Durable Matt Emulsion PaintPlum Berry 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Purple","1","approx 30 sq. metres",1
"PAI","EMU","412456","Wilko Durable Matt Emulsion PaintPale Primrose 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Yellow","1","approx 30 sq. metres",1
"PAI","EMU","412457","Wilko Durable Matt Emulsion PaintFrutti 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Orange","1","approx 30 sq. metres",1
"PAI","EMU","412458","Wilko Durable Matt Emulsion PaintWhispering Sage 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","412459","Wilko Durable Matt Emulsion PaintEnglish Sage 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","412460","Wilko Durable Matt Emulsion PaintOrganic Green 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","412461","Wilko Durable Matt Emulsion PaintWild Orchid 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Purple","1","approx 30 sq. metres",1
"PAI","EMU","412464","Wilko Durable Matt Emulsion PaintDark Duck Egg 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Blue","1","approx 30 sq. metres",1
"PAI","EMU","412477","Wilko Durable Matt Emulsion PaintLemon Burst 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Yellow","1","approx 30 sq. metres",1
"PAI","EMU","412486","Wilko Kitchen Matt Emulsion PaintWhispering Sage 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Kitchen Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","412494","Wilko Emulsion Paint Tester Pot Zesty 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Green","1","approx 30 sq. cm",1
"PAI","EMU","412495","Wilko Flat Matt Emulsion Paint Tester Pot BlottingPaper 125ml","Wilko","5.9CM","6.2CM","6.2CM","Paint Tester Pot","125ml","Cream","1","approx 30 sq. cm",1
"PAI","EMU","412496","Wilko Flat Matt Emulsion Paint Tester PotAylesbury 125ml","Wilko","5.9CM","6.2CM","6.2CM","Paint Tester Pot","125ml","Blue","1","approx 30 sq. cm",1
"PAI","EMU","412887","Wilko Emulsion Paint Tester Pot Lemon Burst 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Yellow","1","approx 30 sq. cm",1
"PAI","EMU","412888","Wilko Silk Emulsion PaintOlive 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Green","1","approx 30 sq. metres",1
"PAI","EMU","428659","Wilko Matt Emulsion PaintPool House 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Blue","0","approx 35 sq. metres",1
"PAI","EMU","428660","Wilko Matt Emulsion PaintSummer Blue 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Blue","0","approx 35 sq. metres",1
"PAI","EMU","428661","Wilko Matt Emulsion PaintMarshmallow 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Pink","0","approx 35 sq. metres",1
"PAI","EMU","428662","Wilko Matt Emulsion PaintPure Grey 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Grey","0","approx 35 sq. metres",1
"PAI","EMU","428663","Wilko Matt Emulsion PaintPotters Clay 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Brown","0","approx 35 sq. metres",1
"PAI","EMU","428664","Wilko Matt Emulsion PaintWoodland Fawn 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Brown","0","approx 35 sq. metres",1
"PAI","EMU","428665","Wilko Matt Emulsion PaintGrey Skies 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Grey","0","approx 35 sq. metres",1
"PAI","EMU","428666","Wilko Emulsion Paint Tester Pot Pool House 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Blue","0","approx 30 sq. cm",1
"PAI","EMU","428667","Wilko Emulsion Paint Tester Pot Summer Blue 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Blue","0","approx 30 sq. cm",1
"PAI","EMU","428668","Wilko Emulsion Paint Tester Pot Marshmallow 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Pink","0","approx 30 sq. cm",1
"PAI","EMU","428669","Wilko Emulsion Paint Tester Pot Pure Grey 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Grey","1","approx 30 sq. cm",1
"PAI","EMU","428670","Wilko Emulsion Paint Tester Pot Potters Clay 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Brown","0","approx 30 sq. cm",1
"PAI","EMU","428671","Wilko Emulsion Paint Tester Pot Woodland Fawn 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Brown","0","approx 30 sq. cm",1
"PAI","EMU","428672","Wilko Emulsion Paint Tester Pot Grey Skies 75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Grey","0","approx 30 sq. cm",1
"PAI","EMU","428673","Wilko Silk Emulsion PaintPool House 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Blue","0","approx 30 sq. metres",1
"PAI","EMU","428674","Wilko Silk Emulsion PaintSummer Blue 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Blue","0","approx 30 sq. metres",1
"PAI","EMU","428675","Wilko Silk Emulsion PaintMarshmallow 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Pink","0","approx 30 sq. metres",1
"PAI","EMU","428676","Wilko Silk Emulsion PaintPure Grey 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Grey","0","approx 30 sq. metres",1
"PAI","EMU","428677","Wilko Silk Emulsion PaintPotters Clay 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Brown","0","approx 30 sq. metres",1
"PAI","EMU","428678","Wilko Silk Emulsion PaintWoodland Fawn 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Brown","0","approx 30 sq. metres",1
"PAI","EMU","428679","Wilko Silk Emulsion PaintGrey Skies 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Grey","0","approx 30 sq. metres",1
"PAI","EMU","428680","Wilko Matt Emulsion PaintCosy Grey 5L","Wilko","24.1CM","18.1CM","18.1CM","Silk Paint","5L","Grey","0","approx 70 sq. metres",1
"PAI","EMU","428681","Wilko Silk Emulsion PaintCosy Grey 5L","Wilko","24.1CM","18.1CM","18.1CM","Silk Paint","5L","Grey","0","approx 60 sq. metres",1
"PAI","EMU","428683","Wilko One Coat Matt Emulsion PaintStardust 2.5L","Wilko","16.2CM","15.7CM","15.7CM","One Coat Matt Paint","2.5L","Grey","0","approx 20 sq. metres",1
"PAI","EMU","428684","Wilko Durable Matt Emulsion PaintPool House 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Blue","0","approx 35 sq. metres",1
"PAI","EMU","428687","Wilko Durable Matt Emulsion PaintWoodland Fawn 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Brown","0","approx 35 sq. metres",1
"PAI","EMU","428689","Wilko Kitchen Matt Emulsion PaintOlive 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Kitchen Paint","2.5L","Green","0","approx 30 sq. metres",1
"PAI","EMU","428692","Wilko Emulsion Paint Tester Pot Orpington Duck Egg75ml","Wilko","6.3CM","5.5CM","5.5CM","Paint Tester Pot","75ml","Blue","0","approx 30 sq. cm",1
"PAI","EMU","428693","Wilko Statement Matt Emulsion PaintSignal Red 1.25L","Wilko","15.1CM","11.6CM","11.6CM","Feature Wall Paint","1.25L","Red","0","approx 17 sq. metres",1
"PAI","EMU","449192","Wilko Matt Emulsion Paint Urban Grey 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","White","1","35m²",1
"PAI","EMU","449193","Wilko Matt Emulsion Paint Grey Whisper 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Matt Paint","2.5L","Grey","1","35m²",1
"PAI","EMU","449194","Wilko Emulsion Paint Tester Pot Urban Grey 75ml","Wilko","6.3CM","5.0CM","5.0CM","Paint Tester Pot","75ml","Grey","1","30m²",1
"PAI","EMU","449195","Wilko Emulsion Paint Tester Pot Grey Whisper 75ml","Wilko","6.3CM","5.0CM","5.0CM","Paint Tester Pot","75ml","Grey","1","30m²",1
"PAI","EMU","449196","Wilko Silk Emulsion Paint Urban Grey 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Grey","1","30m²",1
"PAI","EMU","449197","Wilko Silk Emulsion Paint Grey Whisper 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Silk Paint","2.5L","Grey","1","30m²",1
"PAI","EMU","449198","Wilko Emulsion Paint Tester Pot Chalk White 75ml","Wilko","6.3CM","5.0CM","5.0CM","Paint Tester Pot","75ml","White","1","30m²",1
"PAI","EMU","449199","Wilko Bathroom Mid Sheen Emulsion Paint ChalkWhite 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Bathroom Paint","2.5L","White","1","30m²",1
"PAI","EMU","449200","Wilko Kitchen Matt Emulsion Paint Grey Whisper2.5L","Wilko","16.2CM","15.7CM","15.7CM","Kitchen Paint","2.5L","Grey","1","30m²",1
"PAI","EMU","449201","Wilko One Coat Matt Emulsion Paint Grey Skies 2.5L","Wilko","16.2CM","15.7CM","15.7CM","One Coat Matt Paint","2.5L","Grey","1","20m²",1
"PAI","EMU","449202","Wilko One Coat Matt Emulsion Paint Chalk White2.5L","Wilko","16.2CM","15.7CM","15.7CM","One Coat Matt Paint","2.5L","White","1","20m²",1
"PAI","EMU","449203","Wilko One Coat Matt Emulsion Paint Storm Cloud2.5L","Wilko","16.2CM","15.7CM","15.7CM","One Coat Matt Paint","2.5L","Grey","1","20m²",1
"PAI","EMU","449204","Wilko Durable Matt Emulsion Paint Milky Mocha 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Pink","1","35m²",1
"PAI","EMU","449205","Wilko Durable Matt Emulsion Paint Cool Water 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Blue","1","35m²",1
"PAI","EMU","449206","Wilko Durable Matt Emulsion Paint Grey Whisper2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Grey","1","35m²",1
"PAI","EMU","449207","Wilko Durable Matt Emulsion Paint Soft Taupe 2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Cream","1","35m²",1
